state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
USA,1910,516314,164227,352087,1693
USA,1911,565822,193441,372381,1740
USA,1912,888001,383705,504296,2261
USA,1913,1028581,461606,566975,2476
USA,1914,1293346,596443,696903,2863
USA,1915,1690016,781473,908543,3337
USA,1916,1786521,820532,965989,3448
USA,1917,1855694,855258,1000436,3515
USA,1918,2013354,940118,1073236,3623
USA,1919,1954819,907696,1047123,3669
USA,1920,2101103,989227,1111876,3769
USA,1921,2170945,1025875,1145070,3852
USA,1922,2127296,1013213,1114083,3894
USA,1923,2141727,1021692,1120035,3804
USA,1924,2218862,1057602,1161260,3874
USA,1925,2172453,1042178,1130275,3800
USA,1926,2137446,1037571,1099875,3767
USA,1927,2160493,1053571,1106922,3719
USA,1928,2105666,1035707,1069959,3638
USA,1929,2040908,1005106,1035802,3548
USA,1930,2071087,1026509,1044578,3478
USA,1931,1959273,972293,986980,3370
USA,1932,1964682,976721,987961,3382
USA,1933,1857969,926314,931655,3258
USA,1934,1933629,966928,966701,3291
USA,1935,1947208,975429,971779,3291
USA,1936,1936447,973164,963283,3182
USA,1937,1986912,1001522,985390,3182
USA,1938,2068497,1044767,1023730,3185
USA,1939,2060068,1042865,1017203,3203
USA,1940,2157777,1094875,1062902,3211
USA,1941,2288426,1162933,1125493,3239
USA,1942,2576719,1313956,1262763,3352
USA,1943,2665101,1359614,1305487,3392
USA,1944,2537270,1297901,1239369,3267
USA,1945,2501960,1282387,1219573,3243
USA,1946,3032558,1556996,1475562,3491
USA,1947,3427692,1758443,1669249,3675
USA,1948,3280348,1683982,1596366,3634
USA,1949,3312351,1703716,1608635,3624
USA,1950,3330537,1720424,1610113,3593
USA,1951,3507113,1811619,1695494,3655
USA,1952,3617593,1872030,1745563,3715
USA,1953,3667968,1898150,1769818,3764
USA,1954,3791378,1963369,1828009,3795
USA,1955,3823178,1983789,1839389,3858
USA,1956,3925857,2037160,1888697,3901
USA,1957,4002187,2077908,1924279,3930
USA,1958,3933674,2043730,1889944,3928
USA,1959,3955206,2055256,1899950,4010
USA,1960,3947893,2053164,1894729,4077
USA,1961,3930285,2042361,1887924,4122
USA,1962,3825808,1989933,1835875,4069
USA,1963,3747769,1952728,1795041,4122
USA,1964,3674739,1914520,1760219,4138
USA,1965,3419702,1784396,1635306,4101
USA,1966,3267919,1706598,1561321,4067
USA,1967,3184354,1666798,1517556,4165
USA,1968,3159851,1658277,1501574,4219
USA,1969,3245111,1704525,1540586,4463
USA,1970,3359602,1768207,1591395,4691
USA,1971,3177636,1674954,1502682,4804
USA,1972,2890196,1528189,1362007,4727
USA,1973,2759385,1462958,1296427,4819
USA,1974,2774010,1474277,1299733,4895
USA,1975,2744585,1459565,1285020,5086
USA,1976,2753993,1465159,1288834,5184
USA,1977,2882836,1534892,1347944,5370
USA,1978,2877538,1533086,1344452,5415
USA,1979,3019008,1608984,1410024,5595
USA,1980,3130677,1668544,1462133,5791
USA,1981,3146258,1676305,1469953,5870
USA,1982,3193151,1698806,1494345,5972
USA,1983,3153863,1678193,1475670,5908
USA,1984,3176979,1689397,1487582,6010
USA,1985,3246454,1728630,1517824,6187
USA,1986,3228422,1718949,1509473,6391
USA,1987,3266619,1740600,1526019,6556
USA,1988,3341430,1783070,1558360,6879
USA,1989,3475561,1861871,1613690,7373
USA,1990,3567015,1909549,1657466,7825
USA,1991,3503086,1873130,1629956,7849
USA,1992,3442568,1846407,1596161,7920
USA,1993,3364306,1805267,1559039,7996
USA,1994,3307657,1773002,1534655,7982
USA,1995,3249717,1742593,1507124,7897
USA,1996,3225567,1728265,1497302,7927
USA,1997,3193822,1714812,1479010,7964
USA,1998,3230178,1733469,1496709,8129
USA,1999,3234048,1736504,1497544,8294
USA,2000,3297841,1770226,1527615,8705
USA,2001,3252018,1745284,1506734,8752
USA,2002,3238979,1740416,1498563,8872
USA,2003,3290057,1768724,1521333,9082
USA,2004,3295289,1771147,1524142,9249
USA,2005,3306909,1777966,1528943,9439
USA,2006,3389627,1823808,1565819,9754
USA,2007,3414740,1836974,1577766,10019
USA,2008,3342853,1797273,1545580,9963
USA,2009,3235216,1740583,1494633,10001
USA,2010,3120176,1679111,1441065,9733
USA,2011,3083811,1659108,1424703,9715
USA,2012,3080220,1655228,1424992,9671
USA,2013,3075928,1652192,1423736,9573
USA,2014,3137104,1680149,1456955,9648
USA,2015,3128534,1673557,1454977,9568
USA,2016,3091230,1649453,1441777,9312
USA,2017,2990357,1594736,1395621,9136
