Name,USA,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
Tedd,143,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,17,0,0,39,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0
Teddi,127,0,0,0,0,77,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Teddie,97,5,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,64,0,0,0,0,0,0,0
Teddy,27220,622,7,214,830,1971,253,86,0,0,682,661,5,41,1449,731,260,329,1430,574,0,134,246,842,53,371,1036,25,91,0,0,586,263,2214,1252,10,1351,1200,88,799,5,488,0,1497,2156,26,0,872,177,1217,76,0
Tedi,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tedra,124,0,0,0,0,24,0,0,0,0,7,52,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Tedrick,81,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
Tee,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teegan,835,0,0,38,0,133,20,0,0,0,35,5,0,16,61,12,21,0,0,0,0,0,0,49,28,0,11,0,5,0,0,6,0,16,10,0,86,16,0,34,0,0,0,11,63,61,0,15,39,0,39,5
Teel,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Teela,226,13,0,0,0,37,0,0,0,0,17,7,0,0,22,7,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,7,0,12,12,0,22,6,0,5,0,5,0,0,15,0,0,6,5,0,0,0
Teena,3307,66,0,7,43,400,23,0,0,0,72,124,0,20,248,186,27,0,93,56,0,23,5,106,0,0,90,0,25,0,0,0,0,207,162,0,237,66,55,157,0,24,0,180,387,39,0,63,54,46,16,0
Teera,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tegan,4310,16,0,94,32,549,185,0,0,0,241,83,0,38,307,115,76,85,10,0,0,48,24,164,186,0,91,10,16,12,0,26,0,192,99,5,245,96,43,280,0,31,0,70,344,118,0,81,154,10,134,0
Tegh,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehani,247,0,0,0,0,5,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehila,352,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehilla,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,41,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehya,748,0,0,11,0,210,25,0,0,0,39,6,35,0,11,10,6,0,0,0,0,0,0,23,19,0,5,0,0,0,0,0,0,39,18,0,26,5,48,29,0,0,5,24,55,0,0,22,46,0,31,0
Teia,47,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0
Teigan,213,0,0,0,0,29,0,0,0,0,18,15,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,26,7,0,20,0,0,26,0,0,0,5,33,0,0,0,15,0,0,0
Teigen,27,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0
Teighlor,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Teila,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teira,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teisha,176,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,76,0,0,5,0,0,15,0,5,0,0,10,25,0,0,0,0,0,0
Tej,76,0,0,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Teja,52,0,0,0,0,11,0,0,0,0,6,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
Tejal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tejas,408,0,0,0,0,237,0,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,55,0,5,0,0,10,0,0,0,0,0,0,0,35,0,0,10,10,0,0,0
Tejon,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tejuana,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Tekela,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Tekesha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekia,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekisha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tela,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telesfor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telesforo,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
Telford,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
Telia,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telicia,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Telisa,93,5,0,0,0,0,0,0,0,0,11,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0
Telisha,200,14,0,0,0,7,0,0,0,0,12,27,0,0,5,0,0,0,0,17,0,0,0,6,0,10,0,0,0,0,0,0,0,15,27,0,5,7,0,0,0,0,0,10,38,0,0,0,0,0,0,0
Tellis,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telly,777,35,0,0,6,18,0,0,0,0,54,108,0,0,67,6,0,0,0,69,0,12,0,11,0,32,21,0,0,0,0,0,0,37,81,0,34,0,0,12,0,70,0,29,43,0,0,20,0,0,12,0
Telma,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Telvin,298,50,0,0,0,0,0,0,0,0,40,61,0,0,0,0,0,0,0,29,0,0,0,0,0,34,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,25,0,8,22,0,0,5,0,0,0,0
Tema,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temeika,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Temeka,793,80,0,0,0,25,0,0,0,0,107,103,0,0,80,8,0,0,0,27,0,0,0,16,0,92,5,0,0,0,0,5,0,5,61,0,5,0,0,11,0,21,0,33,73,0,0,36,0,0,0,0
Temekia,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temesha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Temika,284,11,0,0,0,7,0,0,0,0,38,43,0,0,63,5,0,0,0,20,0,0,0,5,0,10,0,0,0,0,0,0,0,17,17,0,6,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
Temiloluwa,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Temima,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temisha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Temitayo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temitope,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temmy,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temperance,1873,21,0,42,31,134,55,0,0,0,90,71,0,14,45,86,35,40,37,5,0,11,0,115,36,5,86,0,5,10,0,0,6,68,86,0,120,53,63,63,0,12,0,57,156,16,0,48,67,15,64,5
Tempest,181,11,0,0,0,20,0,0,0,0,24,16,0,0,22,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,12,0,0,0,0,30,0,0,5,0,0,0,0
Tempestt,242,11,0,0,0,5,0,0,0,0,14,17,0,0,37,0,0,0,0,10,0,0,0,6,0,12,5,0,0,0,0,12,0,43,28,0,5,0,0,0,0,11,0,0,26,0,0,0,0,0,0,0
Tempie,281,59,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0
Temple,132,0,0,0,0,6,0,0,0,0,0,0,0,0,9,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,5,0,0,0,0,69,0,0,16,0,0,0,0
Temre,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temur,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tena,3826,129,0,0,150,268,5,0,0,0,51,107,0,10,297,178,122,62,193,114,0,0,0,228,15,72,198,0,10,0,0,0,7,50,115,0,180,116,36,91,0,92,0,250,406,5,0,63,77,98,31,0
Tenaya,307,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tene,50,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenea,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenecia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Teneisha,17,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teneka,50,0,0,0,0,11,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Tenesha,444,15,0,0,0,74,0,0,0,0,24,31,0,0,99,0,0,0,0,35,0,0,0,20,0,7,0,0,0,0,0,0,0,48,10,0,5,0,0,0,0,5,0,5,49,0,0,17,0,0,0,0
Teneshia,71,0,0,0,0,0,0,0,0,0,21,0,0,0,12,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Teng,202,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Tenia,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenika,276,11,0,0,0,15,0,0,0,0,30,22,0,0,41,0,0,0,0,5,0,16,0,0,0,0,7,0,0,0,0,0,0,21,43,0,6,0,0,0,0,8,0,5,38,0,0,8,0,0,0,0
Tenille,227,0,0,0,0,34,0,0,0,0,0,0,0,5,51,5,0,0,0,0,0,6,0,14,0,0,5,0,0,0,0,0,5,34,0,0,22,0,0,11,0,0,0,6,19,10,0,0,0,0,0,0
Teniola,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teniqua,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenise,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenisha,2274,47,0,0,0,310,5,0,0,0,125,107,0,0,303,28,0,0,5,74,0,20,0,196,5,40,27,0,0,0,0,19,5,249,141,0,133,5,0,60,0,57,0,62,167,0,0,69,10,0,5,0
Tenlee,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
Tenleigh,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Tenley,4180,72,0,84,45,225,98,15,0,0,141,110,0,60,131,133,163,94,53,36,0,62,64,140,219,19,111,32,98,14,11,35,0,76,128,65,196,108,56,164,0,31,78,105,321,132,0,111,95,10,239,0
Tenna,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0
Tennesha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,38,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0
Tennie,723,58,0,0,60,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,0,0,28,0,0,0,0,0,267,248,0,0,0,0,6,0,0
Tennile,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Tennille,1430,21,0,11,16,141,6,0,0,9,66,40,0,14,129,31,17,13,16,43,0,37,15,84,0,11,41,6,5,5,0,33,5,154,27,0,73,19,7,90,0,22,7,29,68,41,0,29,24,0,25,0
Tennis,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Tennyson,107,0,0,0,0,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,0,0,0,0
Tenoch,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tensley,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Tenzin,1233,0,0,0,0,128,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,212,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Tenzing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teo,480,0,0,0,0,274,0,0,0,0,29,0,0,0,18,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,27,5,0,0,5,0,0,0
Teodor,19,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teodora,493,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0
Teodoro,1894,0,0,0,0,443,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,0
Teodulo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Teofil,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Teofila,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Teofilo,238,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0
Teola,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teon,69,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Teona,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Teonna,63,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Tequan,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Tequesta,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tequila,1009,53,0,0,13,11,0,0,0,0,186,174,0,0,137,0,0,0,0,27,0,0,0,49,0,53,0,0,0,0,0,0,0,12,54,0,55,0,0,0,0,60,0,55,44,0,0,15,0,0,11,0
Tequilla,186,0,0,0,0,0,0,0,0,0,63,49,0,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Tera,6996,163,0,115,139,867,127,0,0,5,267,130,0,23,385,210,123,117,172,52,0,34,0,373,202,92,206,40,44,5,0,18,6,134,182,31,520,214,165,223,0,37,28,213,601,127,0,69,263,54,220,0
Terah,187,0,0,0,0,73,0,0,0,0,5,0,0,0,16,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,56,0,0,0,0,0,0,0
Teran,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terance,548,15,0,0,0,71,0,0,0,0,35,58,0,0,32,0,0,0,0,17,0,0,0,57,0,5,0,0,0,0,0,6,0,71,5,0,32,0,0,10,0,5,0,15,114,0,0,0,0,0,0,0
Terasa,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terasha,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tere,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tereasa,171,5,0,0,0,25,0,0,0,0,10,5,0,0,0,19,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,39,5,0,11,0,0,0,0,18,0,0,6,5,0,0,0
Terek,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terell,1029,12,0,0,0,85,0,0,0,0,163,34,0,0,71,0,0,0,0,39,0,41,6,24,0,0,5,0,0,0,0,44,0,318,18,0,26,0,0,76,0,26,0,0,36,0,0,5,0,0,0,0
Terena,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
