state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
AZ,1910,1074,488,586,103
AZ,1911,1129,454,675,112
AZ,1912,1860,923,937,161
AZ,1913,2181,1109,1072,174
AZ,1914,2973,1531,1442,227
AZ,1915,3989,2047,1942,280
AZ,1916,4803,2438,2365,307
AZ,1917,5514,2693,2821,340
AZ,1918,6385,3191,3194,372
AZ,1919,6497,3265,3232,371
AZ,1920,7394,3651,3743,399
AZ,1921,6930,3406,3524,390
AZ,1922,6412,3256,3156,371
AZ,1923,6789,3430,3359,387
AZ,1924,7384,3715,3669,399
AZ,1925,7664,3769,3895,427
AZ,1926,7659,3782,3877,407
AZ,1927,7889,4061,3828,417
AZ,1928,8174,4220,3954,422
AZ,1929,8678,4411,4267,456
AZ,1930,9098,4715,4383,463
AZ,1931,7953,4059,3894,422
AZ,1932,7739,3980,3759,414
AZ,1933,7027,3563,3464,405
AZ,1934,7483,3798,3685,410
AZ,1935,7883,3996,3887,423
AZ,1936,8158,4169,3989,419
AZ,1937,9073,4534,4539,439
AZ,1938,9582,4894,4688,476
AZ,1939,9398,4791,4607,451
AZ,1940,9860,5015,4845,463
AZ,1941,10231,5170,5061,462
AZ,1942,11875,6031,5844,510
AZ,1943,13530,7031,6499,533
AZ,1944,13442,6908,6534,530
AZ,1945,12865,6798,6067,509
AZ,1946,14925,7732,7193,554
AZ,1947,17567,9195,8372,607
AZ,1948,17902,9215,8687,607
AZ,1949,18561,9654,8907,617
AZ,1950,18990,9972,9018,633
AZ,1951,20357,10577,9780,665
AZ,1952,22283,11844,10439,673
AZ,1953,23527,12372,11155,711
AZ,1954,24689,12945,11744,736
AZ,1955,25498,13474,12024,765
AZ,1956,27078,14158,12920,778
AZ,1957,28888,15237,13651,828
AZ,1958,29439,15399,14040,847
AZ,1959,30540,16152,14388,878
AZ,1960,32109,16971,15138,891
AZ,1961,32287,16940,15347,910
AZ,1962,32345,16900,15445,900
AZ,1963,31650,16600,15050,920
AZ,1964,30886,16268,14618,939
AZ,1965,28607,15214,13393,883
AZ,1966,27067,14274,12793,867
AZ,1967,27157,14430,12727,866
AZ,1968,27394,14468,12926,894
AZ,1969,28926,15494,13432,906
AZ,1970,31912,16968,14944,958
AZ,1971,32539,17449,15090,992
AZ,1972,31422,16949,14473,973
AZ,1973,31990,17208,14782,1011
AZ,1974,33377,18009,15368,1012
AZ,1975,32640,17479,15161,1015
AZ,1976,33115,17858,15257,1024
AZ,1977,34548,18597,15951,1054
AZ,1978,35383,18999,16384,1044
AZ,1979,38795,20934,17861,1102
AZ,1980,41819,22532,19287,1153
AZ,1981,43137,23180,19957,1138
AZ,1982,43787,23623,20164,1151
AZ,1983,44148,23766,20382,1121
AZ,1984,45948,24845,21103,1179
AZ,1985,49455,26458,22997,1233
AZ,1986,50647,27220,23427,1295
AZ,1987,52814,28385,24429,1311
AZ,1988,54642,29455,25187,1361
AZ,1989,55716,30289,25427,1408
AZ,1990,57028,30767,26261,1457
AZ,1991,56201,30400,25801,1458
AZ,1992,57417,31228,26189,1498
AZ,1993,57047,30770,26277,1526
AZ,1994,58975,31924,27051,1589
AZ,1995,59757,32472,27285,1585
AZ,1996,61983,33517,28466,1640
AZ,1997,62421,34346,28075,1684
AZ,1998,64053,34843,29210,1738
AZ,1999,66631,36182,30449,1801
AZ,2000,69857,37916,31941,1903
AZ,2001,69849,37831,32018,1917
AZ,2002,71375,38914,32461,1987
AZ,2003,73805,40091,33714,2032
AZ,2004,75779,41360,34419,2117
AZ,2005,77978,42453,35525,2206
AZ,2006,83590,45308,38282,2323
AZ,2007,83239,45286,37953,2367
AZ,2008,79874,43392,36482,2360
AZ,2009,73408,39907,33501,2279
AZ,2010,68827,37272,31555,2243
AZ,2011,67139,36653,30486,2188
AZ,2012,67941,36975,30966,2218
AZ,2013,67473,36770,30703,2200
AZ,2014,69251,37566,31685,2226
AZ,2015,67829,36944,30885,2185
AZ,2016,66936,36012,30924,2184
AZ,2017,64624,34588,30036,2148
AZ,2018,63494,34141,29353,2164
AZ,2019,61965,33394,28571,2130
AZ,2020,59511,31897,27614,2123
AZ,2021,60196,32526,27670,2177
AZ,2022,60638,32497,28141,2178
AZ,2023,60058,32233,27825,2197
