state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
VA,1910,15862,5085,10777,464
VA,1911,16432,5722,10710,487
VA,1912,23930,9761,14169,596
VA,1913,26786,11265,15521,641
VA,1914,32217,13928,18289,717
VA,1915,41038,18046,22992,816
VA,1916,42722,18450,24272,846
VA,1917,44780,19723,25057,882
VA,1918,49153,22015,27138,904
VA,1919,49222,21786,27436,881
VA,1920,52689,23946,28743,933
VA,1921,54324,24609,29715,919
VA,1922,52945,24093,28852,911
VA,1923,52154,23893,28261,918
VA,1924,53115,24261,28854,915
VA,1925,51059,23303,27756,900
VA,1926,48191,22150,26041,874
VA,1927,49079,23112,25967,889
VA,1928,47611,22601,25010,874
VA,1929,45527,21784,23743,854
VA,1930,46227,22193,24034,850
VA,1931,43682,21088,22594,836
VA,1932,46985,22463,24522,820
VA,1933,43949,21321,22628,830
VA,1934,44819,21857,22962,825
VA,1935,44768,21889,22879,804
VA,1936,44552,21818,22734,807
VA,1937,45178,22104,23074,807
VA,1938,47128,23294,23834,841
VA,1939,46950,23119,23831,820
VA,1940,49173,24446,24727,837
VA,1941,51803,25733,26070,871
VA,1942,58723,29522,29201,901
VA,1943,60884,30561,30323,923
VA,1944,58853,29460,29393,900
VA,1945,57716,29049,28667,880
VA,1946,65428,33117,32311,951
VA,1947,75549,38300,37249,1047
VA,1948,72440,36845,35595,977
VA,1949,72554,36820,35734,1017
VA,1950,71985,37017,34968,1002
VA,1951,76773,39284,37489,1065
VA,1952,79754,41080,38674,1053
VA,1953,81800,42265,39535,1085
VA,1954,84551,43809,40742,1121
VA,1955,84333,43391,40942,1135
VA,1956,85771,44441,41330,1140
VA,1957,85648,44212,41436,1178
VA,1958,84331,43479,40852,1161
VA,1959,83759,43180,40579,1173
VA,1960,81998,42186,39812,1155
VA,1961,83460,43290,40170,1168
VA,1962,83448,43214,40234,1188
VA,1963,82927,43146,39781,1176
VA,1964,82628,42784,39844,1194
VA,1965,75474,38995,36479,1131
VA,1966,71311,37036,34275,1137
VA,1967,69788,36308,33480,1123
VA,1968,69399,36442,32957,1093
VA,1969,70292,36921,33371,1131
VA,1970,72635,38234,34401,1176
VA,1971,69749,36689,33060,1155
VA,1972,62992,33385,29607,1136
VA,1973,59657,31581,28076,1141
VA,1974,59094,31341,27753,1124
VA,1975,57922,30858,27064,1142
VA,1976,57420,30526,26894,1136
VA,1977,60748,32556,28192,1199
VA,1978,59875,32030,27845,1182
VA,1979,62467,33276,29191,1265
VA,1980,63696,33878,29818,1240
VA,1981,64635,34577,30058,1241
VA,1982,66065,35264,30801,1251
VA,1983,65765,34981,30784,1229
VA,1984,67306,35936,31370,1251
VA,1985,70752,37801,32951,1316
VA,1986,71545,37816,33729,1345
VA,1987,74169,39425,34744,1389
VA,1988,76000,40125,35875,1437
VA,1989,78967,41862,37105,1516
VA,1990,81128,43347,37781,1600
VA,1991,78962,42071,36891,1582
VA,1992,78545,42050,36495,1655
VA,1993,76318,41071,35247,1608
VA,1994,76247,40984,35263,1642
VA,1995,73956,39863,34093,1671
VA,1996,73156,39013,34143,1688
VA,1997,71859,38599,33260,1687
VA,1998,73584,39679,33905,1790
VA,1999,74191,39839,34352,1805
VA,2000,76560,41033,35527,1947
VA,2001,75881,40778,35103,1977
VA,2002,76142,40485,35657,1990
VA,2003,77492,41456,36036,2067
VA,2004,79648,42666,36982,2165
VA,2005,80169,43064,37105,2251
VA,2006,81816,43955,37861,2340
VA,2007,82771,44305,38466,2398
VA,2008,80580,42966,37614,2390
VA,2009,78839,42152,36687,2374
VA,2010,77196,41550,35646,2359
VA,2011,77340,41290,36050,2332
VA,2012,78193,41813,36380,2387
VA,2013,77989,41713,36276,2365
VA,2014,79618,42307,37311,2412
VA,2015,79878,42409,37469,2444
VA,2016,78728,41603,37125,2424
VA,2017,76743,40724,36019,2430
VA,2018,76631,40708,35923,2450
VA,2019,74714,39466,35248,2408
VA,2020,72725,38627,34098,2411
VA,2021,73593,39051,34542,2431
VA,2022,73092,38309,34783,2521
VA,2023,69916,36971,32945,2429
