state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
OH,1910,21126,6154,14972,525
OH,1911,24593,7815,16778,556
OH,1912,40949,17975,22974,730
OH,1913,49388,22054,27334,792
OH,1914,61312,28249,33063,885
OH,1915,84974,39331,45643,1007
OH,1916,88588,40606,47982,1050
OH,1917,94310,43616,50694,1070
OH,1918,102508,47992,54516,1126
OH,1919,93907,43615,50292,1045
OH,1920,104567,49261,55306,1106
OH,1921,109075,52134,56941,1126
OH,1922,104537,49986,54551,1115
OH,1923,108177,52168,56009,1118
OH,1924,111867,54002,57865,1147
OH,1925,108288,53072,55216,1112
OH,1926,106972,52648,54324,1090
OH,1927,107927,52952,54975,1091
OH,1928,105464,52575,52889,1088
OH,1929,102126,50748,51378,1053
OH,1930,103930,51841,52089,1036
OH,1931,95133,47967,47166,996
OH,1932,91794,46095,45699,992
OH,1933,86040,43082,42958,953
OH,1934,90853,45887,44966,976
OH,1935,92423,46657,45766,982
OH,1936,94483,47588,46895,991
OH,1937,98521,49995,48526,1033
OH,1938,103782,52711,51071,1060
OH,1939,101950,51551,50399,1035
OH,1940,106848,54148,52700,1039
OH,1941,116595,59444,57151,1115
OH,1942,134162,68294,65868,1164
OH,1943,132821,67890,64931,1157
OH,1944,122351,62488,59863,1144
OH,1945,122730,63007,59723,1129
OH,1946,158040,81176,76864,1265
OH,1947,184891,94786,90105,1346
OH,1948,174380,89373,85007,1341
OH,1949,178011,91304,86707,1343
OH,1950,175952,90804,85148,1356
OH,1951,189107,97757,91350,1386
OH,1952,196501,101502,94999,1416
OH,1953,199552,103144,96408,1498
OH,1954,211165,109202,101963,1558
OH,1955,212231,110229,102002,1578
OH,1956,222902,115558,107344,1678
OH,1957,230320,119281,111039,1692
OH,1958,221133,114333,106800,1681
OH,1959,219167,113273,105894,1688
OH,1960,217401,112215,105186,1733
OH,1961,215711,111502,104209,1734
OH,1962,203909,105443,98466,1691
OH,1963,199068,103274,95794,1684
OH,1964,195348,101358,93990,1695
OH,1965,182314,94262,88052,1617
OH,1966,177871,92701,85170,1608
OH,1967,172657,89940,82717,1630
OH,1968,172894,90305,82589,1655
OH,1969,176547,92275,84272,1711
OH,1970,186119,96971,89148,1857
OH,1971,175858,92190,83668,1868
OH,1972,155832,81392,74440,1770
OH,1973,147311,77059,70252,1751
OH,1974,148012,77889,70123,1779
OH,1975,145907,76588,69319,1800
OH,1976,142247,74895,67352,1775
OH,1977,147621,77495,70126,1861
OH,1978,146017,77060,68957,1797
OH,1979,152482,80397,72085,1899
OH,1980,154879,81568,73311,1892
OH,1981,152890,80636,72254,1865
OH,1982,150452,79005,71447,1837
OH,1983,144859,76013,68846,1778
OH,1984,145666,76507,69159,1806
OH,1985,146140,77064,69076,1824
OH,1986,143396,75464,67932,1866
OH,1987,143941,76251,67690,1873
OH,1988,145495,76890,68605,1937
OH,1989,147927,78080,69847,2036
OH,1990,150660,79783,70877,2115
OH,1991,149775,79610,70165,2192
OH,1992,144869,76953,67916,2159
OH,1993,140791,74769,66022,2172
OH,1994,138113,73465,64648,2194
OH,1995,135315,71874,63441,2184
OH,1996,132357,70298,62059,2223
OH,1997,131711,69951,61760,2273
OH,1998,131409,69886,61523,2350
OH,1999,130745,69298,61447,2372
OH,2000,132288,70412,61876,2486
OH,2001,127573,68102,59471,2460
OH,2002,124959,66866,58093,2492
OH,2003,125155,66985,58170,2616
OH,2004,123900,66500,57400,2639
OH,2005,122578,65414,57164,2729
OH,2006,123513,66314,57199,2766
OH,2007,122845,65612,57233,2871
OH,2008,120587,64311,56276,2889
OH,2009,116869,62539,54330,2897
OH,2010,112007,60388,51619,2846
OH,2011,110978,59519,51459,2820
OH,2012,110998,59578,51420,2888
OH,2013,111818,59428,52390,2907
OH,2014,112781,60061,52720,2887
OH,2015,112498,59992,52506,2916
OH,2016,110742,58986,51756,2964
OH,2017,108927,57693,51234,2936
