state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
IA,1910,7890,2174,5716,343
IA,1911,8529,2360,6169,343
IA,1912,16112,7049,9063,502
IA,1913,19734,9106,10628,560
IA,1914,24831,11782,13049,629
IA,1915,35895,16901,18994,770
IA,1916,38747,18050,20697,781
IA,1917,39129,18499,20630,782
IA,1918,42209,20204,22005,817
IA,1919,39104,18568,20536,767
IA,1920,43166,20914,22252,791
IA,1921,44634,21802,22832,812
IA,1922,42825,20937,21888,787
IA,1923,42222,20846,21376,779
IA,1924,42869,20915,21954,776
IA,1925,41498,20523,20975,753
IA,1926,39820,19946,19874,731
IA,1927,39410,19752,19658,741
IA,1928,38311,19473,18838,700
IA,1929,37422,18888,18534,689
IA,1930,38162,19431,18731,716
IA,1931,37260,18959,18301,690
IA,1932,36042,18261,17781,667
IA,1933,35320,18095,17225,661
IA,1934,37038,18955,18083,670
IA,1935,37020,18971,18049,671
IA,1936,38004,19425,18579,690
IA,1937,37590,19343,18247,686
IA,1938,38953,20043,18910,685
IA,1939,39300,20227,19073,676
IA,1940,40754,21035,19719,705
IA,1941,41902,21589,20313,698
IA,1942,43995,22873,21122,718
IA,1943,43039,22306,20733,696
IA,1944,41762,21603,20159,686
IA,1945,40382,20746,19636,671
IA,1946,51371,26898,24473,739
IA,1947,58674,30271,28403,804
IA,1948,55558,28920,26638,759
IA,1949,56903,29616,27287,783
IA,1950,57776,30078,27698,825
IA,1951,61009,31567,29442,826
IA,1952,59330,30887,28443,803
IA,1953,58094,30030,28064,795
IA,1954,58557,30789,27768,796
IA,1955,59272,30832,28440,812
IA,1956,58955,30672,28283,826
IA,1957,59526,30981,28545,845
IA,1958,57876,30376,27500,841
IA,1959,59624,31006,28618,862
IA,1960,59384,31244,28140,857
IA,1961,58563,30246,28317,849
IA,1962,56423,29071,27352,849
IA,1963,53419,28080,25339,833
IA,1964,51047,26902,24145,825
IA,1965,46918,24781,22137,792
IA,1966,44734,23655,21079,769
IA,1967,43322,22676,20646,768
IA,1968,42634,22541,20093,785
IA,1969,43042,22672,20370,807
IA,1970,44038,23150,20888,817
IA,1971,40790,21506,19284,812
IA,1972,36599,19163,17436,758
IA,1973,34457,18162,16295,734
IA,1974,35912,19076,16836,764
IA,1975,36932,19631,17301,774
IA,1976,37148,19589,17559,785
IA,1977,40045,21109,18936,823
IA,1978,39673,21083,18590,805
IA,1979,41863,22164,19699,824
IA,1980,42667,22587,20080,822
IA,1981,41218,21814,19404,811
IA,1982,40075,21261,18814,782
IA,1983,38819,20439,18380,773
IA,1984,37903,20131,17772,758
IA,1985,36604,19357,17247,782
IA,1986,34077,18129,15948,756
IA,1987,33338,17706,15632,768
IA,1988,33326,17688,15638,800
IA,1989,34084,18226,15858,803
IA,1990,34494,18519,15975,821
IA,1991,33445,17940,15505,816
IA,1992,32821,17549,15272,838
IA,1993,32413,17531,14882,886
IA,1994,31222,16954,14268,856
IA,1995,30532,16351,14181,864
IA,1996,30888,16599,14289,903
IA,1997,29971,16254,13717,909
IA,1998,30374,16322,14052,921
IA,1999,30330,16590,13740,944
IA,2000,30805,16636,14169,962
IA,2001,29757,16042,13715,1004
IA,2002,29732,16251,13481,1017
IA,2003,29948,16259,13689,1044
IA,2004,29720,16157,13563,1076
IA,2005,30061,16400,13661,1128
IA,2006,30967,16911,14056,1162
IA,2007,30484,16577,13907,1186
IA,2008,29941,16451,13490,1200
IA,2009,28961,15776,13185,1213
IA,2010,28061,15244,12817,1186
IA,2011,27370,14969,12401,1174
IA,2012,27559,15076,12483,1230
IA,2013,27878,15168,12710,1246
IA,2014,28565,15690,12875,1272
IA,2015,28469,15655,12814,1286
IA,2016,28011,15115,12896,1306
IA,2017,26938,14658,12280,1281
