state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
CO,1910,3609,1138,2471,212
CO,1911,3650,1307,2343,217
CO,1912,5884,2633,3251,288
CO,1913,6831,3170,3661,320
CO,1914,8528,4119,4409,364
CO,1915,11736,5669,6067,428
CO,1916,12993,6199,6794,451
CO,1917,14054,6716,7338,491
CO,1918,15679,7455,8224,508
CO,1919,14882,7149,7733,500
CO,1920,17085,8176,8909,529
CO,1921,18126,8786,9340,536
CO,1922,17888,8724,9164,532
CO,1923,17653,8662,8991,540
CO,1924,18020,8810,9210,553
CO,1925,17446,8665,8781,550
CO,1926,16357,8059,8298,520
CO,1927,16656,8208,8448,529
CO,1928,17007,8616,8391,533
CO,1929,16564,8266,8298,514
CO,1930,16753,8436,8317,534
CO,1931,16577,8483,8094,504
CO,1932,15879,8011,7868,497
CO,1933,15283,7688,7595,491
CO,1934,15985,8086,7899,512
CO,1935,16334,8358,7976,507
CO,1936,16281,8365,7916,513
CO,1937,17477,9012,8465,525
CO,1938,18221,9338,8883,536
CO,1939,18231,9438,8793,545
CO,1940,18906,9821,9085,546
CO,1941,18860,9752,9108,543
CO,1942,20548,10639,9909,561
CO,1943,21532,11084,10448,562
CO,1944,21469,11246,10223,569
CO,1945,21345,11091,10254,561
CO,1946,26467,13751,12716,631
CO,1947,29754,15411,14343,660
CO,1948,30128,15623,14505,695
CO,1949,29955,15703,14252,679
CO,1950,30891,16361,14530,699
CO,1951,32674,17074,15600,694
CO,1952,34229,17978,16251,725
CO,1953,35017,18311,16706,741
CO,1954,36307,18956,17351,763
CO,1955,37452,19565,17887,799
CO,1956,39117,20371,18746,845
CO,1957,39409,20741,18668,869
CO,1958,39345,20793,18552,846
CO,1959,40211,21302,18909,892
CO,1960,40886,21343,19543,896
CO,1961,41855,21980,19875,912
CO,1962,40738,21559,19179,906
CO,1963,39787,20931,18856,902
CO,1964,37851,20117,17734,907
CO,1965,33899,18004,15895,833
CO,1966,31793,16631,15162,834
CO,1967,32645,17402,15243,831
CO,1968,33365,17808,15557,853
CO,1969,34885,18563,16322,882
CO,1970,36991,19777,17214,949
CO,1971,35505,19028,16477,937
CO,1972,33848,18113,15735,948
CO,1973,33735,18090,15645,929
CO,1974,33868,18194,15674,914
CO,1975,34445,18660,15785,938
CO,1976,34997,18786,16211,960
CO,1977,36688,19623,17065,964
CO,1978,37438,20144,17294,964
CO,1979,40428,21772,18656,1018
CO,1980,42504,22810,19694,1032
CO,1981,44604,23840,20764,1102
CO,1982,47182,25132,22050,1122
CO,1983,46938,25122,21816,1063
CO,1984,46524,24886,21638,1064
CO,1985,47137,25179,21958,1101
CO,1986,47014,25181,21833,1092
CO,1987,45561,24570,20991,1105
CO,1988,45005,24142,20863,1104
CO,1989,44765,24183,20582,1125
CO,1990,45208,24440,20768,1180
CO,1991,45082,24262,20820,1196
CO,1992,45810,24681,21129,1274
CO,1993,44600,24333,20267,1206
CO,1994,44534,24305,20229,1268
CO,1995,44708,24436,20272,1293
CO,1996,45808,24834,20974,1344
CO,1997,45948,24998,20950,1361
CO,1998,48429,26175,22254,1455
CO,1999,50348,27285,23063,1528
CO,2000,52498,28421,24077,1573
CO,2001,53633,29174,24459,1602
CO,2002,54814,29972,24842,1643
CO,2003,55508,30281,25227,1713
CO,2004,54320,29626,24694,1694
CO,2005,54693,29972,24721,1749
CO,2006,55580,30261,25319,1805
CO,2007,54897,30039,24858,1833
CO,2008,54163,29670,24493,1849
CO,2009,52561,28732,23829,1859
CO,2010,50350,27501,22849,1831
CO,2011,49463,27081,22382,1802
CO,2012,49539,27142,22397,1816
CO,2013,49529,26816,22713,1836
CO,2014,50509,27280,23229,1895
CO,2015,51049,27671,23378,1855
CO,2016,51095,27550,23545,1872
CO,2017,49042,26437,22605,1844
CO,2018,48027,25775,22252,1884
CO,2019,47766,25795,21971,1834
CO,2020,46596,25079,21517,1815
CO,2021,47871,25792,22079,1887
CO,2022,47190,25409,21781,1869
CO,2023,46276,24730,21546,1885
