state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
KS,1910,6971,2188,4783,331
KS,1911,7752,2364,5388,345
KS,1912,13119,5875,7244,465
KS,1913,15931,7368,8563,513
KS,1914,17739,8512,9227,539
KS,1915,25863,12507,13356,670
KS,1916,27979,13182,14797,698
KS,1917,28657,13694,14963,718
KS,1918,30676,14731,15945,742
KS,1919,29450,13989,15461,731
KS,1920,32403,15857,16546,746
KS,1921,33936,16375,17561,759
KS,1922,32074,15754,16320,726
KS,1923,32904,16287,16617,737
KS,1924,32878,16294,16584,757
KS,1925,31726,15799,15927,712
KS,1926,30445,15154,15291,688
KS,1927,30273,15224,15049,689
KS,1928,28979,14825,14154,670
KS,1929,28321,14308,14013,646
KS,1930,29093,14944,14149,661
KS,1931,28405,14364,14041,670
KS,1932,27137,13941,13196,633
KS,1933,26067,13229,12838,635
KS,1934,26944,13765,13179,626
KS,1935,26221,13398,12823,626
KS,1936,25906,13466,12440,616
KS,1937,25119,13044,12075,601
KS,1938,25544,13245,12299,612
KS,1939,25473,13175,12298,605
KS,1940,25245,12944,12301,595
KS,1941,26348,13565,12783,600
KS,1942,29235,15280,13955,640
KS,1943,30857,16135,14722,660
KS,1944,30107,15708,14399,630
KS,1945,28886,15210,13676,622
KS,1946,34494,17904,16590,688
KS,1947,38528,20089,18439,721
KS,1948,36826,19241,17585,698
KS,1949,37751,19774,17977,733
KS,1950,37846,19903,17943,708
KS,1951,40930,21401,19529,742
KS,1952,43154,22555,20599,770
KS,1953,44603,23209,21394,797
KS,1954,46260,24296,21964,811
KS,1955,45838,24146,21692,826
KS,1956,46804,24754,22050,854
KS,1957,46023,24237,21786,860
KS,1958,44427,23398,21029,847
KS,1959,45530,23764,21766,880
KS,1960,43953,22926,21027,870
KS,1961,42720,22394,20326,843
KS,1962,41794,21965,19829,868
KS,1963,39192,20579,18613,860
KS,1964,36775,19598,17177,845
KS,1965,32803,17408,15395,773
KS,1966,30242,15924,14318,773
KS,1967,29024,15500,13524,763
KS,1968,29284,15481,13803,762
KS,1969,30758,16432,14326,794
KS,1970,31396,16646,14750,817
KS,1971,29330,15798,13532,785
KS,1972,26693,14368,12325,761
KS,1973,25786,13817,11969,748
KS,1974,26133,14088,12045,734
KS,1975,27287,14718,12569,773
KS,1976,28216,15199,13017,790
KS,1977,29128,15610,13518,792
KS,1978,29041,15602,13439,772
KS,1979,31216,16842,14374,801
KS,1980,33039,17928,15111,832
KS,1981,33647,18172,15475,845
KS,1982,33407,17891,15516,870
KS,1983,33299,17753,15546,846
KS,1984,32715,17431,15284,825
KS,1985,31999,17346,14653,815
KS,1986,31753,17255,14498,857
KS,1987,30742,16528,14214,853
KS,1988,30976,16658,14318,868
KS,1989,31170,17041,14129,891
KS,1990,30861,16907,13954,882
KS,1991,29446,16080,13366,865
KS,1992,29300,15967,13333,883
KS,1993,28596,15686,12910,918
KS,1994,28361,15484,12877,915
KS,1995,28000,15212,12788,921
KS,1996,27465,15027,12438,920
KS,1997,27900,15463,12437,966
KS,1998,28721,15768,12953,983
KS,1999,29327,16210,13117,1034
KS,2000,29834,16493,13341,1082
KS,2001,29412,16161,13251,1076
KS,2002,29873,16427,13446,1124
KS,2003,30319,16665,13654,1136
KS,2004,30093,16563,13530,1186
KS,2005,30162,16415,13747,1204
KS,2006,30610,16808,13802,1244
KS,2007,31202,17157,14045,1277
KS,2008,30689,16890,13799,1293
KS,2009,30436,16709,13727,1346
KS,2010,29647,16328,13319,1325
KS,2011,28573,15920,12653,1280
KS,2012,29122,16031,13091,1298
KS,2013,28384,15549,12835,1310
KS,2014,28673,15757,12916,1301
KS,2015,28739,15760,12979,1360
KS,2016,28145,15590,12555,1327
KS,2017,26800,14900,11900,1275
