state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
MN,1910,8181,2344,5837,330
MN,1911,9157,2718,6439,363
MN,1912,15917,6788,9129,499
MN,1913,19726,9038,10688,566
MN,1914,24972,11770,13202,655
MN,1915,37148,17297,19851,782
MN,1916,40455,18805,21650,835
MN,1917,40495,18912,21583,802
MN,1918,42890,20370,22520,827
MN,1919,40524,19159,21365,784
MN,1920,43971,21066,22905,805
MN,1921,45833,22037,23796,811
MN,1922,45596,22423,23173,794
MN,1923,45095,22193,22902,805
MN,1924,44921,22087,22834,784
MN,1925,43256,21410,21846,765
MN,1926,43182,21498,21684,763
MN,1927,42147,21126,21021,754
MN,1928,40893,20480,20413,745
MN,1929,38803,19599,19204,686
MN,1930,39732,20156,19576,712
MN,1931,39519,19898,19621,724
MN,1932,39220,19861,19359,711
MN,1933,37583,19256,18327,695
MN,1934,38934,19923,19011,716
MN,1935,39269,19935,19334,683
MN,1936,40678,20801,19877,691
MN,1937,41471,21183,20288,721
MN,1938,43465,22465,21000,726
MN,1939,43847,22583,21264,728
MN,1940,46630,23929,22701,750
MN,1941,47893,24677,23216,728
MN,1942,52122,26734,25388,746
MN,1943,51706,26565,25141,751
MN,1944,49352,25559,23793,702
MN,1945,48352,24831,23521,732
MN,1946,60642,31006,29636,818
MN,1947,68007,35019,32988,833
MN,1948,65866,33915,31951,811
MN,1949,67433,34940,32493,809
MN,1950,68790,35616,33174,844
MN,1951,73489,37797,35692,844
MN,1952,73025,37753,35272,826
MN,1953,73189,37816,35373,845
MN,1954,74849,38889,35960,859
MN,1955,75465,39076,36389,873
MN,1956,76961,39907,37054,875
MN,1957,79581,41119,38462,916
MN,1958,78621,40868,37753,917
MN,1959,81897,42228,39669,931
MN,1960,81177,42424,38753,922
MN,1961,79811,41195,38616,947
MN,1962,78401,40504,37897,944
MN,1963,74212,38695,35517,920
MN,1964,71005,37095,33910,925
MN,1965,65126,33727,31399,894
MN,1966,61205,31854,29351,859
MN,1967,58851,30697,28154,846
MN,1968,59058,30949,28109,864
MN,1969,60254,31499,28755,897
MN,1970,62269,32690,29579,940
MN,1971,56769,29697,27072,932
MN,1972,50855,26792,24063,852
MN,1973,48371,25593,22778,860
MN,1974,50262,26462,23800,887
MN,1975,51053,26895,24158,900
MN,1976,51083,27027,24056,894
MN,1977,54663,28776,25887,945
MN,1978,56018,29479,26539,953
MN,1979,58902,31122,27780,962
MN,1980,61608,32467,29141,1018
MN,1981,61936,32840,29096,1008
MN,1982,62014,32765,29249,1008
MN,1983,59216,31248,27968,963
MN,1984,60243,31585,28658,997
MN,1985,60165,31625,28540,1002
MN,1986,58397,30733,27664,1018
MN,1987,57466,30483,26983,1040
MN,1988,58234,30643,27591,1063
MN,1989,59836,31547,28289,1132
MN,1990,59648,31719,27929,1149
MN,1991,58400,30933,27467,1151
MN,1992,56683,30312,26371,1168
MN,1993,55629,29750,25879,1162
MN,1994,54719,29106,25613,1177
MN,1995,53293,28321,24972,1189
MN,1996,53267,28409,24858,1225
MN,1997,53802,28829,24973,1278
MN,1998,53754,28496,25258,1310
MN,1999,54027,29057,24970,1359
MN,2000,54943,29324,25619,1401
MN,2001,54417,29192,25225,1455
MN,2002,54667,29295,25372,1462
MN,2003,55901,30002,25899,1520
MN,2004,56140,29909,26231,1597
MN,2005,55936,29947,25989,1622
MN,2006,57580,30740,26840,1738
MN,2007,57136,30359,26777,1800
MN,2008,55514,29792,25722,1755
MN,2009,53922,29157,24765,1740
MN,2010,51896,27664,24232,1749
MN,2011,51993,28125,23868,1719
MN,2012,51616,27641,23975,1787
MN,2013,52069,27953,24116,1792
MN,2014,52581,27948,24633,1834
MN,2015,52710,28304,24406,1861
MN,2016,52360,27893,24467,1859
MN,2017,50695,26920,23775,1852
