state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
HI,1910,572,201,371,61
HI,1911,730,246,484,76
HI,1912,1351,610,741,122
HI,1913,1707,803,904,143
HI,1914,2251,1060,1191,170
HI,1915,3623,1666,1957,264
HI,1916,4112,1843,2269,276
HI,1917,4736,2081,2655,313
HI,1918,4870,2173,2697,318
HI,1919,5007,2156,2851,329
HI,1920,5211,2234,2977,334
HI,1921,5559,2554,3005,357
HI,1922,6150,2752,3398,376
HI,1923,6247,2833,3414,378
HI,1924,6889,3228,3661,405
HI,1925,6811,3206,3605,406
HI,1926,6658,3127,3531,392
HI,1927,6947,3244,3703,398
HI,1928,6988,3465,3523,373
HI,1929,6752,3236,3516,368
HI,1930,6787,3331,3456,349
HI,1931,6545,3213,3332,343
HI,1932,6692,3357,3335,334
HI,1933,6129,3017,3112,327
HI,1934,6066,3080,2986,306
HI,1935,6065,3049,3016,296
HI,1936,5603,2783,2820,277
HI,1937,6101,3085,3016,298
HI,1938,6302,3277,3025,305
HI,1939,6742,3477,3265,324
HI,1940,6972,3596,3376,316
HI,1941,7522,3927,3595,340
HI,1942,7907,4184,3723,354
HI,1943,9202,4923,4279,394
HI,1944,9842,5126,4716,401
HI,1945,9617,5051,4566,398
HI,1946,10070,5297,4773,425
HI,1947,11516,6123,5393,459
HI,1948,11355,6046,5309,464
HI,1949,11390,6113,5277,486
HI,1950,11220,5894,5326,488
HI,1951,11407,6179,5228,488
HI,1952,12560,6691,5869,546
HI,1953,12847,6883,5964,542
HI,1954,12809,6883,5926,550
HI,1955,12987,6930,6057,563
HI,1956,13658,7372,6286,599
HI,1957,13366,7295,6071,578
HI,1958,13074,7159,5915,585
HI,1959,13207,7140,6067,616
HI,1960,13273,7268,6005,576
HI,1961,13572,7471,6101,603
HI,1962,13925,7564,6361,625
HI,1963,13413,7329,6084,608
HI,1964,12945,7154,5791,589
HI,1965,12124,6687,5437,556
HI,1966,10965,6062,4903,552
HI,1967,10781,6028,4753,542
HI,1968,10432,5861,4571,552
HI,1969,11362,6410,4952,574
HI,1970,11810,6639,5171,592
HI,1971,10954,6230,4724,560
HI,1972,10497,6045,4452,569
HI,1973,10396,5862,4534,580
HI,1974,10428,5945,4483,586
HI,1975,10562,6043,4519,594
HI,1976,10829,6197,4632,607
HI,1977,11005,6339,4666,597
HI,1978,10896,6345,4551,595
HI,1979,11205,6444,4761,620
HI,1980,11952,6918,5034,664
HI,1981,11684,6822,4862,622
HI,1982,12108,6975,5133,628
HI,1983,12672,7291,5381,647
HI,1984,12311,7044,5267,633
HI,1985,11740,6838,4902,582
HI,1986,11370,6490,4880,598
HI,1987,11592,6744,4848,589
HI,1988,11732,6755,4977,609
HI,1989,11953,6903,5050,610
HI,1990,12669,7212,5457,653
HI,1991,12002,6958,5044,625
HI,1992,11645,6845,4800,609
HI,1993,11254,6522,4732,622
HI,1994,11054,6383,4671,625
HI,1995,10329,5932,4397,623
HI,1996,9890,5698,4192,586
HI,1997,9010,5266,3744,573
HI,1998,8972,5172,3800,573
HI,1999,8502,5015,3487,564
HI,2000,8788,5189,3599,578
HI,2001,8131,4695,3436,546
HI,2002,8355,5095,3260,557
HI,2003,8660,5135,3525,576
HI,2004,8679,5016,3663,619
HI,2005,8092,4779,3313,582
HI,2006,8710,5101,3609,634
HI,2007,8320,4905,3415,599
HI,2008,8539,5006,3533,630
HI,2009,7972,4606,3366,578
HI,2010,8033,4803,3230,601
HI,2011,8156,4800,3356,624
HI,2012,8041,4667,3374,611
HI,2013,8104,4837,3267,608
HI,2014,7957,4722,3235,622
HI,2015,7910,4502,3408,615
HI,2016,7724,4602,3122,602
HI,2017,7143,4229,2914,570
HI,2018,6709,3834,2875,543
HI,2019,6634,3871,2763,548
HI,2020,5920,3454,2466,515
HI,2021,5825,3424,2401,516
HI,2022,5672,3268,2404,502
HI,2023,5262,3020,2242,477
