state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
IL,1910,26651,8259,18392,597
IL,1911,28487,9096,19391,610
IL,1912,50617,22389,28228,837
IL,1913,61378,28296,33082,915
IL,1914,74292,35181,39111,993
IL,1915,100831,47547,53284,1178
IL,1916,107622,49698,57924,1194
IL,1917,108269,50037,58232,1191
IL,1918,116601,54613,61988,1241
IL,1919,106254,49303,56951,1201
IL,1920,112568,53391,59177,1208
IL,1921,117277,56160,61117,1220
IL,1922,113886,55491,58395,1210
IL,1923,116473,57186,59287,1220
IL,1924,121923,59721,62202,1253
IL,1925,119149,59063,60086,1243
IL,1926,117479,57937,59542,1228
IL,1927,118142,59035,59107,1219
IL,1928,114943,57643,57300,1211
IL,1929,114141,57082,57059,1187
IL,1930,115081,57883,57198,1185
IL,1931,106642,53909,52733,1147
IL,1932,102216,51704,50512,1120
IL,1933,97540,49421,48119,1068
IL,1934,100363,50904,49459,1065
IL,1935,102367,51939,50428,1113
IL,1936,102890,52348,50542,1078
IL,1937,105998,54067,51931,1090
IL,1938,112264,57054,55210,1149
IL,1939,108994,55278,53716,1129
IL,1940,115151,58894,56257,1177
IL,1941,125036,63915,61121,1181
IL,1942,144406,73899,70507,1306
IL,1943,143057,72958,70099,1309
IL,1944,129910,66568,63342,1224
IL,1945,126848,65328,61520,1198
IL,1946,160763,82607,78156,1342
IL,1947,181377,93086,88291,1432
IL,1948,171761,87978,83783,1410
IL,1949,176893,91085,85808,1436
IL,1950,179699,92730,86969,1471
IL,1951,189254,97388,91866,1464
IL,1952,194612,100605,94007,1562
IL,1953,195650,101212,94438,1571
IL,1954,205864,106190,99674,1632
IL,1955,208652,107877,100775,1662
IL,1956,217228,112319,104909,1749
IL,1957,224606,116156,108450,1791
IL,1958,220225,113972,106253,1832
IL,1959,224665,116301,108364,1881
IL,1960,223391,115793,107598,1894
IL,1961,220511,113888,106623,1936
IL,1962,213034,110173,102861,1917
IL,1963,206925,107809,99116,1918
IL,1964,203784,105610,98174,1921
IL,1965,190089,98802,91287,1885
IL,1966,183266,95284,87982,1915
IL,1967,178028,92571,85457,1927
IL,1968,174949,91284,83665,1927
IL,1969,176851,92075,84776,2035
IL,1970,184513,96779,87734,2175
IL,1971,173712,91036,82676,2219
IL,1972,157335,82734,74601,2153
IL,1973,148256,78038,70218,2161
IL,1974,148003,78286,69717,2151
IL,1975,147917,78251,69666,2236
IL,1976,148338,78426,69912,2249
IL,1977,153694,81366,72328,2321
IL,1978,150291,79387,70904,2315
IL,1979,158444,83750,74694,2370
IL,1980,163694,86403,77291,2431
IL,1981,159787,84635,75152,2350
IL,1982,158292,83868,74424,2327
IL,1983,154552,81772,72780,2275
IL,1984,154485,81871,72614,2277
IL,1985,155267,82268,72999,2327
IL,1986,150762,79822,70940,2307
IL,1987,154272,81701,72571,2387
IL,1988,157148,83445,73703,2471
IL,1989,164083,86788,77295,2605
IL,1990,167720,89216,78504,2715
IL,1991,165012,87480,77532,2747
IL,1992,161485,86206,75279,2750
IL,1993,160756,85568,75188,2840
IL,1994,158663,84429,74234,2877
IL,1995,155172,82614,72558,2796
IL,1996,152375,80930,71445,2840
IL,1997,149552,79642,69910,2888
IL,1998,150734,80321,70413,2975
IL,1999,149625,79797,69828,2979
IL,2000,151670,80433,71237,3097
IL,2001,150585,80215,70370,3129
IL,2002,147090,78415,68675,3126
IL,2003,148503,79222,69281,3177
IL,2004,146821,78333,68488,3243
IL,2005,144303,77147,67156,3297
IL,2006,145122,76983,68139,3402
IL,2007,144959,77243,67716,3456
IL,2008,140961,74745,66216,3486
IL,2009,135755,72530,63225,3429
IL,2010,130600,69805,60795,3397
IL,2011,127186,67738,59448,3375
IL,2012,125220,66489,58731,3324
IL,2013,123808,65881,57927,3296
IL,2014,125290,66372,58918,3239
IL,2015,124834,66346,58488,3306
IL,2016,121696,64108,57588,3252
IL,2017,117359,61876,55483,3248
IL,2018,113077,59613,53464,3180
IL,2019,108937,57436,51501,3136
IL,2020,103224,54566,48658,3103
IL,2021,102134,53820,48314,3088
IL,2022,98287,51662,46625,3020
IL,2023,94421,50004,44417,3006
