state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
NC,1910,19074,6468,12606,563
NC,1911,19864,7056,12808,572
NC,1912,29246,12202,17044,739
NC,1913,32787,14254,18533,774
NC,1914,42769,19137,23632,913
NC,1915,52638,23662,28976,1056
NC,1916,55673,25139,30534,1062
NC,1917,57947,26443,31504,1071
NC,1918,63221,29306,33915,1141
NC,1919,66666,30642,36024,1166
NC,1920,70174,32837,37337,1199
NC,1921,72224,33283,38941,1210
NC,1922,72611,33990,38621,1215
NC,1923,72648,33380,39268,1161
NC,1924,76211,34823,41388,1225
NC,1925,73825,34085,39740,1183
NC,1926,72378,33973,38405,1128
NC,1927,74287,35126,39161,1172
NC,1928,72551,34360,38191,1130
NC,1929,69053,33170,35883,1135
NC,1930,68768,33311,35457,1096
NC,1931,65372,31621,33751,1079
NC,1932,70686,34000,36686,1095
NC,1933,67296,32889,34407,1065
NC,1934,70977,34520,36457,1098
NC,1935,71903,35319,36584,1087
NC,1936,69671,34038,35633,1056
NC,1937,71542,35036,36506,1062
NC,1938,72667,35701,36966,1101
NC,1939,73010,36169,36841,1077
NC,1940,74634,36979,37655,1066
NC,1941,77679,38673,39006,1079
NC,1942,83539,41632,41907,1139
NC,1943,86586,43529,43057,1139
NC,1944,83106,41949,41157,1127
NC,1945,81841,41268,40573,1095
NC,1946,94225,47588,46637,1175
NC,1947,105660,53262,52398,1254
NC,1948,101698,51410,50288,1229
NC,1949,99506,50453,49053,1204
NC,1950,98518,50234,48284,1194
NC,1951,103404,52866,50538,1240
NC,1952,104333,53255,51078,1231
NC,1953,105337,54055,51282,1279
NC,1954,106760,55106,51654,1244
NC,1955,106775,54791,51984,1294
NC,1956,107232,55462,51770,1316
NC,1957,104782,54175,50607,1301
NC,1958,101618,52418,49200,1286
NC,1959,101691,52623,49068,1283
NC,1960,100714,52148,48566,1291
NC,1961,101570,52797,48773,1324
NC,1962,99112,51431,47681,1314
NC,1963,96813,50444,46369,1316
NC,1964,95295,49184,46111,1341
NC,1965,87372,45573,41799,1257
NC,1966,82728,43038,39690,1233
NC,1967,82419,43008,39411,1243
NC,1968,82714,43426,39288,1271
NC,1969,83807,43967,39840,1262
NC,1970,87487,45600,41887,1322
NC,1971,84787,44523,40264,1347
NC,1972,78334,41617,36717,1317
NC,1973,74286,39409,34877,1310
NC,1974,72678,38826,33852,1321
NC,1975,68914,36561,32353,1300
NC,1976,68239,36250,31989,1304
NC,1977,71569,38501,33068,1367
NC,1978,69545,37174,32371,1375
NC,1979,70440,37568,32872,1363
NC,1980,71631,38380,33251,1398
NC,1981,70976,37833,33143,1358
NC,1982,72667,38477,34190,1381
NC,1983,71346,37976,33370,1355
NC,1984,73169,39085,34084,1355
NC,1985,76052,40511,35541,1419
NC,1986,76425,40871,35554,1463
NC,1987,78758,41501,37257,1479
NC,1988,81826,43491,38335,1544
NC,1989,86918,46236,40682,1645
NC,1990,88352,47501,40851,1710
NC,1991,85890,46036,39854,1740
NC,1992,86252,46410,39842,1797
NC,1993,83229,44852,38377,1759
NC,1994,82877,44730,38147,1766
NC,1995,83065,44804,38261,1828
NC,1996,85227,45880,39347,1884
NC,1997,87057,47004,40053,1985
NC,1998,90602,48515,42087,2091
NC,1999,91700,49209,42491,2139
NC,2000,96803,51724,45079,2251
NC,2001,94698,50480,44218,2318
NC,2002,93683,50252,43431,2327
NC,2003,94368,50892,43476,2344
NC,2004,95380,50945,44435,2407
NC,2005,97677,52294,45383,2517
NC,2006,101541,54466,47075,2616
NC,2007,104236,56154,48082,2762
NC,2008,103729,55683,48046,2782
NC,2009,100198,53812,46386,2821
NC,2010,96416,51511,44905,2763
NC,2011,94956,50834,44122,2728
NC,2012,94388,50493,43895,2703
NC,2013,94565,50333,44232,2709
NC,2014,96644,51594,45050,2734
NC,2015,97190,51878,45312,2743
NC,2016,97013,51826,45187,2753
NC,2017,96092,51004,45088,2780
