state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
TN,1910,15281,4803,10478,503
TN,1911,14744,4767,9977,489
TN,1912,22233,8918,13315,629
TN,1913,25201,10691,14510,667
TN,1914,30040,13349,16691,756
TN,1915,39024,17586,21438,867
TN,1916,41800,18695,23105,906
TN,1917,44229,19850,24379,947
TN,1918,47604,21892,25712,953
TN,1919,47767,21892,25875,948
TN,1920,51397,23514,27883,1001
TN,1921,53147,24719,28428,1013
TN,1922,52796,24600,28196,1029
TN,1923,52665,24196,28469,989
TN,1924,55030,25146,29884,988
TN,1925,53429,24317,29112,963
TN,1926,51129,23974,27155,968
TN,1927,52970,25034,27936,952
TN,1928,51015,24178,26837,932
TN,1929,50024,24290,25734,906
TN,1930,51985,25114,26871,915
TN,1931,50582,24322,26260,872
TN,1932,52697,25562,27135,892
TN,1933,49845,24202,25643,894
TN,1934,52333,25565,26768,897
TN,1935,53508,26168,27340,898
TN,1936,51919,25511,26408,866
TN,1937,52299,25793,26506,878
TN,1938,53930,26814,27116,873
TN,1939,54205,27048,27157,897
TN,1940,56072,27907,28165,924
TN,1941,59012,29623,29389,896
TN,1942,63252,31924,31328,943
TN,1943,65122,33023,32099,953
TN,1944,62968,31878,31090,938
TN,1945,60351,30513,29838,900
TN,1946,73273,37200,36073,985
TN,1947,82210,42072,40138,1028
TN,1948,77432,39440,37992,1009
TN,1949,76740,39056,37684,985
TN,1950,75905,39205,36700,997
TN,1951,77764,39846,37918,1019
TN,1952,76467,39417,37050,1035
TN,1953,77535,39727,37808,1020
TN,1954,80333,41617,38716,1065
TN,1955,79526,41093,38433,1075
TN,1956,79333,40952,38381,1067
TN,1957,78571,40914,37657,1090
TN,1958,76731,40099,36632,1086
TN,1959,76403,39825,36578,1079
TN,1960,75870,39472,36398,1101
TN,1961,75574,39382,36192,1127
TN,1962,74335,38731,35604,1099
TN,1963,72860,38123,34737,1116
TN,1964,73217,38381,34836,1100
TN,1965,67009,34995,32014,1050
TN,1966,63774,33438,30336,1030
TN,1967,62688,32773,29915,1048
TN,1968,61762,32600,29162,1054
TN,1969,64479,34085,30394,1075
TN,1970,66822,35328,31494,1119
TN,1971,65707,34591,31116,1140
TN,1972,60424,32126,28298,1123
TN,1973,58767,31326,27441,1121
TN,1974,58725,31233,27492,1139
TN,1975,56544,30109,26435,1147
TN,1976,55952,29776,26176,1108
TN,1977,59965,31918,28047,1198
TN,1978,59801,31936,27865,1212
TN,1979,61348,32862,28486,1202
TN,1980,61960,33537,28423,1185
TN,1981,60282,32391,27891,1145
TN,1982,60662,32607,28055,1137
TN,1983,59421,31843,27578,1140
TN,1984,58833,31396,27437,1141
TN,1985,60008,32239,27769,1168
TN,1986,58853,31306,27547,1164
TN,1987,60434,32220,28214,1217
TN,1988,62755,33835,28920,1265
TN,1989,64412,34635,29777,1318
TN,1990,65779,35599,30180,1321
TN,1991,65764,35352,30412,1366
TN,1992,64904,35158,29746,1421
TN,1993,63665,34446,29219,1425
TN,1994,63802,34592,29210,1453
TN,1995,63815,34521,29294,1497
TN,1996,63982,34370,29612,1487
TN,1997,64043,34651,29392,1525
TN,1998,66547,36026,30521,1628
TN,1999,66749,36134,30615,1638
TN,2000,67652,36513,31139,1704
TN,2001,65886,35729,30157,1709
TN,2002,64941,34936,30005,1737
TN,2003,66018,35640,30378,1753
TN,2004,66300,35880,30420,1825
TN,2005,67832,36797,31035,1934
TN,2006,69138,37407,31731,2018
TN,2007,71016,38545,32471,2091
TN,2008,69731,37624,32107,2129
TN,2009,66683,36236,30447,2114
TN,2010,64278,35059,29219,2051
TN,2011,64207,34726,29481,2084
TN,2012,65362,35616,29746,2160
TN,2013,64989,35410,29579,2102
TN,2014,67039,36072,30967,2168
TN,2015,67250,36296,30954,2182
TN,2016,66717,35951,30766,2240
TN,2017,66072,35821,30251,2192
