state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
MA,1910,15261,4731,10530,375
MA,1911,22851,9245,13606,461
MA,1912,32955,15137,17818,580
MA,1913,38013,17599,20414,627
MA,1914,51374,23622,27752,749
MA,1915,60195,27715,32480,809
MA,1916,62334,29066,33268,823
MA,1917,65561,30386,35175,811
MA,1918,69513,32578,36935,859
MA,1919,65057,30309,34748,806
MA,1920,69500,33264,36236,789
MA,1921,71151,34179,36972,808
MA,1922,68689,33256,35433,792
MA,1923,70933,34473,36460,822
MA,1924,73423,35933,37490,801
MA,1925,69538,34222,35316,777
MA,1926,68607,33905,34702,767
MA,1927,68317,33952,34365,764
MA,1928,66558,33181,33377,724
MA,1929,62983,31465,31518,707
MA,1930,63139,31450,31689,699
MA,1931,59676,29757,29919,678
MA,1932,59717,29798,29919,670
MA,1933,55339,27760,27579,626
MA,1934,56249,28379,27870,635
MA,1935,55845,28149,27696,626
MA,1936,55119,27882,27237,635
MA,1937,55627,28342,27285,622
MA,1938,56838,28756,28082,647
MA,1939,57153,28931,28222,640
MA,1940,60091,30704,29387,631
MA,1941,64979,33311,31668,688
MA,1942,77484,39618,37866,730
MA,1943,79746,40931,38815,735
MA,1944,72854,37368,35486,708
MA,1945,71534,36810,34724,728
MA,1946,91383,46883,44500,796
MA,1947,101162,52170,48992,822
MA,1948,94314,48352,45962,809
MA,1949,91928,47209,44719,793
MA,1950,91651,47509,44142,789
MA,1951,95869,49515,46354,778
MA,1952,99979,51646,48333,805
MA,1953,99957,51724,48233,835
MA,1954,103243,53339,49904,831
MA,1955,105904,54509,51395,850
MA,1956,107425,55600,51825,882
MA,1957,111276,57487,53789,913
MA,1958,110822,57247,53575,949
MA,1959,109839,56393,53446,978
MA,1960,109892,57191,52701,957
MA,1961,111304,57325,53979,981
MA,1962,107133,55748,51385,978
MA,1963,106524,54794,51730,993
MA,1964,103995,53805,50190,970
MA,1965,98313,51074,47239,991
MA,1966,93370,48335,45035,956
MA,1967,90679,47115,43564,972
MA,1968,87234,45598,41636,987
MA,1969,88222,45963,42259,1042
MA,1970,88871,46625,42246,1097
MA,1971,81764,42615,39149,1083
MA,1972,71880,37660,34220,1042
MA,1973,66934,35244,31690,1020
MA,1974,64717,34134,30583,1029
MA,1975,62451,33074,29377,1009
MA,1976,60628,32053,28575,1015
MA,1977,62438,33017,29421,1019
MA,1978,62817,33162,29655,1022
MA,1979,64541,33897,30644,1052
MA,1980,66041,34789,31252,1043
MA,1981,67362,35744,31618,1071
MA,1982,68820,36258,32562,1093
MA,1983,69221,36383,32838,1074
MA,1984,70835,37365,33470,1086
MA,1985,74141,39178,34963,1143
MA,1986,74293,39210,35083,1166
MA,1987,76645,40772,35873,1229
MA,1988,78649,41446,37203,1301
MA,1989,82240,43754,38486,1369
MA,1990,82735,44002,38733,1395
MA,1991,77823,41524,36299,1358
MA,1992,76771,40894,35877,1369
MA,1993,73753,39498,34255,1353
MA,1994,72430,38615,33815,1373
MA,1995,70663,37674,32989,1366
MA,1996,69360,37164,32196,1363
MA,1997,68078,36281,31797,1397
MA,1998,68585,36694,31891,1443
MA,1999,67637,36277,31360,1483
MA,2000,67613,36216,31397,1480
MA,2001,67025,35574,31451,1558
MA,2002,66175,35503,30672,1573
MA,2003,65296,35094,30202,1588
MA,2004,63310,34012,29298,1598
MA,2005,61333,32848,28485,1622
MA,2006,61311,32899,28412,1713
MA,2007,60560,32816,27744,1720
MA,2008,59215,32006,27209,1726
MA,2009,57252,31024,26228,1716
MA,2010,55527,29987,25540,1697
MA,2011,55493,29976,25517,1709
MA,2012,55010,29618,25392,1750
MA,2013,54668,29319,25349,1720
MA,2014,55206,29864,25342,1754
MA,2015,54704,29483,25221,1739
MA,2016,54746,29344,25402,1773
MA,2017,53722,28659,25063,1755
