state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
AL,1910,19694,6592,13102,596
AL,1911,18243,6273,11970,561
AL,1912,26618,10788,15830,728
AL,1913,29303,12621,16682,773
AL,1914,35862,15705,20157,870
AL,1915,42845,19570,23275,961
AL,1916,47026,21171,25855,1035
AL,1917,45110,20240,24870,996
AL,1918,49705,22942,26763,1021
AL,1919,56301,25479,30822,1124
AL,1920,56343,25601,30742,1098
AL,1921,56792,26076,30716,1109
AL,1922,58088,26744,31344,1111
AL,1923,56707,25528,31179,1101
AL,1924,58475,25940,32535,1088
AL,1925,59581,26592,32989,1081
AL,1926,60032,27514,32518,1098
AL,1927,61304,28291,33013,1087
AL,1928,58331,27183,31148,1052
AL,1929,56817,26795,30022,1030
AL,1930,56735,26786,29949,1016
AL,1931,54267,25785,28482,1003
AL,1932,57652,27754,29898,1040
AL,1933,53017,25606,27411,979
AL,1934,57145,27806,29339,1017
AL,1935,56768,27508,29260,998
AL,1936,55189,26839,28350,994
AL,1937,56574,27684,28890,999
AL,1938,56815,27496,29319,994
AL,1939,56293,27948,28345,962
AL,1940,58337,28807,29530,1012
AL,1941,59176,29436,29740,985
AL,1942,65759,32684,33075,1016
AL,1943,68267,34268,33999,1034
AL,1944,64706,32530,32176,1019
AL,1945,62509,31271,31238,967
AL,1946,71208,35787,35421,1051
AL,1947,79238,39935,39303,1078
AL,1948,76777,38898,37879,1105
AL,1949,76240,38823,37417,1065
AL,1950,74862,38047,36815,1081
AL,1951,75222,38682,36540,1101
AL,1952,75678,38853,36825,1080
AL,1953,75000,38659,36341,1078
AL,1954,75510,38790,36720,1103
AL,1955,75134,38890,36244,1131
AL,1956,76631,39979,36652,1152
AL,1957,76061,39398,36663,1160
AL,1958,74248,38256,35992,1155
AL,1959,73822,38437,35385,1177
AL,1960,72521,37814,34707,1206
AL,1961,71808,37453,34355,1188
AL,1962,69719,36372,33347,1162
AL,1963,67097,35032,32065,1168
AL,1964,67224,35066,32158,1159
AL,1965,61968,32468,29500,1145
AL,1966,58137,30526,27611,1093
AL,1967,56065,29334,26731,1083
AL,1968,55096,28988,26108,1078
AL,1969,55646,29493,26153,1097
AL,1970,57974,30873,27101,1127
AL,1971,56748,30170,26578,1153
AL,1972,51778,27633,24145,1100
AL,1973,49570,26606,22964,1107
AL,1974,48959,26421,22538,1104
AL,1975,47339,25487,21852,1107
AL,1976,46635,25128,21507,1102
AL,1977,49807,26804,23003,1184
AL,1978,47552,25802,21750,1152
AL,1979,49910,26994,22916,1189
AL,1980,50441,27447,22994,1169
AL,1981,49071,26334,22737,1168
AL,1982,47924,26060,21864,1150
AL,1983,47347,25584,21763,1099
AL,1984,46893,25354,21539,1082
AL,1985,47346,25560,21786,1127
AL,1986,46622,25286,21336,1126
AL,1987,46858,25324,21534,1143
AL,1988,47442,25825,21617,1154
AL,1989,49694,27028,22666,1203
AL,1990,49588,27113,22475,1233
AL,1991,48453,26385,22068,1234
AL,1992,47733,26353,21380,1274
AL,1993,47250,25903,21347,1275
AL,1994,46166,25165,21001,1261
AL,1995,45431,24685,20746,1289
AL,1996,45621,25056,20565,1328
AL,1997,45319,24582,20737,1301
AL,1998,46065,25219,20846,1374
AL,1999,46038,24942,21096,1414
AL,2000,46421,25299,21122,1429
AL,2001,44090,24125,19965,1398
AL,2002,42673,23176,19497,1402
AL,2003,43274,23634,19640,1474
AL,2004,42893,23528,19365,1483
AL,2005,43451,23715,19736,1507
AL,2006,45639,25259,20380,1587
AL,2007,46407,25069,21338,1647
AL,2008,46080,25101,20979,1661
AL,2009,44158,24151,20007,1646
AL,2010,42258,23350,18908,1657
AL,2011,41577,22907,18670,1614
AL,2012,40643,22190,18453,1541
AL,2013,41032,22366,18666,1597
AL,2014,42428,23093,19335,1621
AL,2015,42821,23167,19654,1672
AL,2016,42451,23084,19367,1661
AL,2017,42020,22854,19166,1676
AL,2018,41291,22596,18695,1715
AL,2019,41484,22633,18851,1702
AL,2020,40426,21745,18681,1692
AL,2021,40995,21952,19043,1753
AL,2022,41147,21985,19162,1813
AL,2023,40294,21789,18505,1765
