state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
GA,1910,24589,8993,15596,644
GA,1911,23962,8949,15013,619
GA,1912,34428,14632,19796,782
GA,1913,37083,16449,20634,831
GA,1914,46038,21003,25035,929
GA,1915,53661,24643,29018,1052
GA,1916,57467,26120,31347,1055
GA,1917,57418,26181,31237,1064
GA,1918,63564,29236,34328,1118
GA,1919,68161,31016,37145,1160
GA,1920,69426,32048,37378,1155
GA,1921,67727,31195,36532,1118
GA,1922,68132,30765,37367,1166
GA,1923,62684,28247,34437,1063
GA,1924,62160,27837,34323,1040
GA,1925,63177,28356,34821,1047
GA,1926,58748,27031,31717,1022
GA,1927,61175,28494,32681,1020
GA,1928,59524,28106,31418,1002
GA,1929,56981,26932,30049,957
GA,1930,58455,28128,30327,983
GA,1931,56886,27304,29582,980
GA,1932,59932,29197,30735,1004
GA,1933,55758,26989,28769,968
GA,1934,59100,28804,30296,992
GA,1935,58881,28611,30270,975
GA,1936,57934,28563,29371,964
GA,1937,59432,29099,30333,1002
GA,1938,60391,29585,30806,1008
GA,1939,61658,30546,31112,1013
GA,1940,62898,31144,31754,1023
GA,1941,64958,32414,32544,1009
GA,1942,70472,35294,35178,1037
GA,1943,73229,36688,36541,1091
GA,1944,72123,36460,35663,1062
GA,1945,69199,34812,34387,1017
GA,1946,79777,40263,39514,1103
GA,1947,88723,45037,43686,1139
GA,1948,85754,43636,42118,1126
GA,1949,86485,43882,42603,1136
GA,1950,85287,43432,41855,1151
GA,1951,87824,44912,42912,1170
GA,1952,90747,46698,44049,1190
GA,1953,91499,46931,44568,1183
GA,1954,94457,48524,45933,1215
GA,1955,95068,49033,46035,1275
GA,1956,96884,50169,46715,1270
GA,1957,95899,49896,46003,1274
GA,1958,93575,48457,45118,1282
GA,1959,92715,47951,44764,1300
GA,1960,92765,48234,44531,1303
GA,1961,92370,47821,44549,1348
GA,1962,90542,46872,43670,1289
GA,1963,90595,46978,43617,1323
GA,1964,91571,47699,43872,1363
GA,1965,85530,44686,40844,1335
GA,1966,80868,42185,38683,1313
GA,1967,77711,40833,36878,1284
GA,1968,78609,40948,37661,1291
GA,1969,80936,42756,38180,1360
GA,1970,85534,45118,40416,1408
GA,1971,82677,43839,38838,1411
GA,1972,76521,40543,35978,1406
GA,1973,73196,39124,34072,1408
GA,1974,71114,38112,33002,1400
GA,1975,67398,36428,30970,1397
GA,1976,66503,35617,30886,1401
GA,1977,70697,37854,32843,1493
GA,1978,70014,37768,32246,1496
GA,1979,72903,39286,33617,1553
GA,1980,76484,41199,35285,1543
GA,1981,75093,40271,34822,1510
GA,1982,75447,40561,34886,1507
GA,1983,75601,40501,35100,1491
GA,1984,77389,41697,35692,1499
GA,1985,80280,43179,37101,1561
GA,1986,81869,44185,37684,1606
GA,1987,84749,45554,39195,1664
GA,1988,86815,46693,40122,1727
GA,1989,91302,49460,41842,1830
GA,1990,92819,50159,42660,1910
GA,1991,90499,48641,41858,1951
GA,1992,90051,48755,41296,2007
GA,1993,88574,48104,40470,1983
GA,1994,88810,48059,40751,2047
GA,1995,89344,48416,40928,2058
GA,1996,89952,48446,41506,2111
GA,1997,92942,50183,42759,2224
GA,1998,96119,51583,44536,2360
GA,1999,99530,53800,45730,2446
GA,2000,103455,55397,48058,2583
GA,2001,103822,55586,48236,2632
GA,2002,104213,55807,48406,2676
GA,2003,106884,57144,49740,2808
GA,2004,108842,58320,50522,2868
GA,2005,111098,59709,51389,2992
GA,2006,116253,62423,53830,3113
GA,2007,117293,63079,54214,3188
GA,2008,113980,61175,52805,3172
GA,2009,109720,59008,50712,3112
GA,2010,103821,55875,47946,3004
GA,2011,102657,54962,47695,2998
GA,2012,101291,53991,47300,2947
GA,2013,100201,53665,46536,2916
GA,2014,103169,54989,48180,2990
GA,2015,103558,54919,48639,2985
GA,2016,101747,53734,48013,2994
GA,2017,100744,53650,47094,2967
GA,2018,98366,52148,46218,3055
GA,2019,98190,51877,46313,3036
GA,2020,94579,50183,44396,3033
GA,2021,95488,50293,45195,3054
GA,2022,96792,51114,45678,3120
GA,2023,95214,50105,45109,3184
