state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
WI,1910,9204,2400,6804,341
WI,1911,9812,2722,7090,350
WI,1912,17574,7357,10217,491
WI,1913,21916,9927,11989,552
WI,1914,27627,13217,14410,621
WI,1915,40235,19050,21185,737
WI,1916,43590,20063,23527,770
WI,1917,44104,20813,23291,769
WI,1918,47201,22215,24986,809
WI,1919,43122,20314,22808,748
WI,1920,47063,22649,24414,778
WI,1921,50015,24026,25989,786
WI,1922,47903,23291,24612,765
WI,1923,48595,23732,24863,782
WI,1924,49625,24440,25185,776
WI,1925,47965,23777,24188,744
WI,1926,47417,23693,23724,754
WI,1927,48895,24470,24425,739
WI,1928,48899,24765,24134,751
WI,1929,47697,23960,23737,748
WI,1930,48652,24520,24132,717
WI,1931,46621,23545,23076,715
WI,1932,46158,23150,23008,708
WI,1933,43735,22273,21462,682
WI,1934,45216,23063,22153,716
WI,1935,46224,23586,22638,681
WI,1936,46346,23619,22727,691
WI,1937,47115,24006,23109,679
WI,1938,48659,24786,23873,708
WI,1939,48222,24721,23501,693
WI,1940,49309,25125,24184,710
WI,1941,51488,26481,25007,695
WI,1942,57833,29581,28252,752
WI,1943,57870,29635,28235,745
WI,1944,55002,28362,26640,706
WI,1945,54914,28398,26516,700
WI,1946,67421,34616,32805,780
WI,1947,76275,39083,37192,809
WI,1948,74055,38118,35937,779
WI,1949,76081,39173,36908,811
WI,1950,75998,39152,36846,809
WI,1951,81559,42237,39322,832
WI,1952,82583,42503,40080,817
WI,1953,82224,42331,39893,840
WI,1954,85852,44209,41643,895
WI,1955,86422,44748,41674,884
WI,1956,87702,45732,41970,904
WI,1957,90600,46688,43912,945
WI,1958,89957,46620,43337,956
WI,1959,91922,47503,44419,949
WI,1960,93002,48065,44937,985
WI,1961,91560,47372,44188,1005
WI,1962,87831,45496,42335,977
WI,1963,84732,43947,40785,969
WI,1964,82142,42537,39605,951
WI,1965,76487,39855,36632,943
WI,1966,73873,38314,35559,927
WI,1967,69564,36213,33351,917
WI,1968,68014,35456,32558,945
WI,1969,67884,35346,32538,956
WI,1970,70450,36773,33677,993
WI,1971,64814,33906,30908,992
WI,1972,57908,30400,27508,942
WI,1973,56296,29419,26877,933
WI,1974,58227,30758,27469,985
WI,1975,58332,30873,27459,982
WI,1976,58175,30743,27432,961
WI,1977,61125,32142,28983,1018
WI,1978,61100,32134,28966,1023
WI,1979,65119,34529,30590,1046
WI,1980,66755,35267,31488,1096
WI,1981,65818,34635,31183,1065
WI,1982,66081,34665,31416,1061
WI,1983,64296,33808,30488,1055
WI,1984,64627,34001,30626,1078
WI,1985,64767,34132,30635,1117
WI,1986,62833,33175,29658,1105
WI,1987,61334,32399,28935,1116
WI,1988,61031,32381,28650,1138
WI,1989,62384,33094,29290,1226
WI,1990,62614,33284,29330,1244
WI,1991,61183,32736,28447,1252
WI,1992,59514,31850,27664,1275
WI,1993,58204,31125,27079,1304
WI,1994,56498,30210,26288,1302
WI,1995,55384,29412,25972,1302
WI,1996,54625,29262,25363,1290
WI,1997,53680,28692,24988,1324
WI,1998,54084,28931,25153,1327
WI,1999,54361,29204,25157,1380
WI,2000,54793,29410,25383,1445
WI,2001,53941,28788,25153,1470
WI,2002,53410,28675,24735,1459
WI,2003,54066,29070,24996,1503
WI,2004,53989,29255,24734,1565
WI,2005,54141,29183,24958,1601
WI,2006,54858,29771,25087,1674
WI,2007,55178,29762,25416,1729
WI,2008,54271,29272,24999,1782
WI,2009,53060,28607,24453,1788
WI,2010,51101,27685,23416,1779
WI,2011,50613,27256,23357,1778
WI,2012,50161,27214,22947,1766
WI,2013,49999,27024,22975,1755
WI,2014,50293,27278,23015,1736
WI,2015,50235,27074,23161,1770
WI,2016,49975,26779,23196,1796
WI,2017,48136,25773,22363,1780
