state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
KY,1910,15213,4574,10639,520
KY,1911,15758,4802,10956,523
KY,1912,22446,8817,13629,670
KY,1913,26276,10628,15648,700
KY,1914,30565,13301,17264,786
KY,1915,42338,18751,23587,942
KY,1916,43759,19710,24049,958
KY,1917,44655,19895,24760,959
KY,1918,50088,23060,27028,1027
KY,1919,49828,22798,27030,1010
KY,1920,53829,24907,28922,1049
KY,1921,57893,26322,31571,1095
KY,1922,55962,25922,30040,1103
KY,1923,55949,25832,30117,1071
KY,1924,58657,26942,31715,1094
KY,1925,55897,25913,29984,1066
KY,1926,54049,25542,28507,987
KY,1927,55956,26605,29351,1066
KY,1928,53443,25687,27756,983
KY,1929,50999,24541,26458,960
KY,1930,52927,25630,27297,969
KY,1931,50731,24737,25994,953
KY,1932,53539,26221,27318,998
KY,1933,50688,24700,25988,972
KY,1934,53786,26500,27286,959
KY,1935,52753,26155,26598,964
KY,1936,51017,25294,25723,925
KY,1937,51841,25703,26138,937
KY,1938,56187,27961,28226,982
KY,1939,54887,27314,27573,976
KY,1940,57192,28543,28649,972
KY,1941,57064,28454,28610,968
KY,1942,59287,29974,29313,977
KY,1943,58544,29588,28956,969
KY,1944,56469,28710,27759,926
KY,1945,54422,27560,26862,911
KY,1946,66047,33614,32433,977
KY,1947,73868,37572,36296,1043
KY,1948,70795,36071,34724,990
KY,1949,70085,36018,34067,994
KY,1950,69269,35722,33547,974
KY,1951,70654,36730,33924,991
KY,1952,69384,35690,33694,971
KY,1953,68323,35445,32878,973
KY,1954,70987,36868,34119,981
KY,1955,70145,36517,33628,992
KY,1956,69835,36308,33527,1006
KY,1957,70145,36410,33735,1030
KY,1958,68786,35878,32908,1008
KY,1959,69146,36164,32982,1014
KY,1960,67456,35452,32004,1007
KY,1961,66349,34481,31868,1034
KY,1962,64923,34106,30817,1004
KY,1963,63243,33067,30176,1010
KY,1964,62577,32780,29797,1015
KY,1965,56317,29533,26784,927
KY,1966,52738,27905,24833,919
KY,1967,51640,27042,24598,927
KY,1968,51096,27130,23966,924
KY,1969,52240,27558,24682,948
KY,1970,54910,28924,25986,964
KY,1971,55109,29136,25973,986
KY,1972,50287,26540,23747,963
KY,1973,48972,25778,23194,952
KY,1974,48634,25861,22773,956
KY,1975,49401,26000,23401,955
KY,1976,50073,26632,23441,972
KY,1977,52767,28181,24586,989
KY,1978,51181,27300,23881,976
KY,1979,52640,28158,24482,994
KY,1980,52974,28118,24856,990
KY,1981,50913,27042,23871,948
KY,1982,50525,26783,23742,963
KY,1983,48131,25597,22534,914
KY,1984,46560,24627,21933,917
KY,1985,46081,24825,21256,910
KY,1986,44867,23916,20951,904
KY,1987,44765,23885,20880,933
KY,1988,44059,23606,20453,930
KY,1989,45739,24453,21286,966
KY,1990,46029,24793,21236,972
KY,1991,46213,24751,21462,1014
KY,1992,45263,24286,20977,1019
KY,1993,43866,23914,19952,1012
KY,1994,43435,23448,19987,1026
KY,1995,42823,23191,19632,1015
KY,1996,42769,23135,19634,1032
KY,1997,42967,23212,19755,1039
KY,1998,43801,23420,20381,1099
KY,1999,43497,23444,20053,1125
KY,2000,44616,24173,20443,1164
KY,2001,43129,23228,19901,1169
KY,2002,42389,23129,19260,1178
KY,2003,42693,23018,19675,1205
KY,2004,41364,21913,19451,1088
KY,2005,43090,23433,19657,1288
KY,2006,44204,23924,20280,1366
KY,2007,44569,24117,20452,1383
KY,2008,43739,23570,20169,1431
KY,2009,42619,23383,19236,1416
KY,2010,40720,22411,18309,1407
KY,2011,40393,22095,18298,1422
KY,2012,40157,22083,18074,1418
KY,2013,40536,22126,18410,1445
KY,2014,40520,22155,18365,1456
KY,2015,40321,21867,18454,1481
KY,2016,39785,21665,18120,1486
KY,2017,38990,21364,17626,1512
