state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
WA,1910,3929,1216,2713,210
WA,1911,4493,1410,3083,231
WA,1912,7226,3116,4110,313
WA,1913,8627,3977,4650,354
WA,1914,10816,5200,5616,402
WA,1915,15157,7339,7818,476
WA,1916,15858,7472,8386,475
WA,1917,16340,7645,8695,490
WA,1918,18900,8992,9908,532
WA,1919,18614,8946,9668,534
WA,1920,20269,9767,10502,523
WA,1921,20640,10102,10538,538
WA,1922,19520,9681,9839,515
WA,1923,19554,9634,9920,516
WA,1924,19676,9783,9893,507
WA,1925,19638,9839,9799,522
WA,1926,18969,9427,9542,489
WA,1927,18770,9433,9337,503
WA,1928,18841,9524,9317,510
WA,1929,18511,9386,9125,479
WA,1930,19017,9566,9451,518
WA,1931,17968,9261,8707,481
WA,1932,17841,9047,8794,490
WA,1933,17149,8716,8433,477
WA,1934,18666,9525,9141,489
WA,1935,18664,9688,8976,488
WA,1936,19562,10144,9418,499
WA,1937,21227,10905,10322,539
WA,1938,22706,11761,10945,551
WA,1939,22463,11659,10804,535
WA,1940,24106,12548,11558,572
WA,1941,26569,13744,12825,599
WA,1942,33751,17508,16243,670
WA,1943,38671,20114,18557,715
WA,1944,38868,20093,18775,725
WA,1945,39547,20439,19108,716
WA,1946,46704,24341,22363,798
WA,1947,53338,27519,25819,837
WA,1948,51185,26388,24797,801
WA,1949,51890,26773,25117,817
WA,1950,51813,27087,24726,819
WA,1951,53871,28062,25809,860
WA,1952,57320,29917,27403,873
WA,1953,57382,29957,27425,866
WA,1954,59399,30905,28494,907
WA,1955,59082,31070,28012,927
WA,1956,60388,31748,28640,969
WA,1957,60673,31895,28778,971
WA,1958,59969,31507,28462,964
WA,1959,60002,31478,28524,1021
WA,1960,59241,30974,28267,1016
WA,1961,58560,30760,27800,1020
WA,1962,58301,30557,27744,1002
WA,1963,54464,28865,25599,981
WA,1964,50741,26725,24016,978
WA,1965,46637,24475,22162,945
WA,1966,45633,24253,21380,926
WA,1967,48221,25567,22654,980
WA,1968,50101,26591,23510,1008
WA,1969,51833,27517,24316,1038
WA,1970,52819,28194,24625,1095
WA,1971,47687,25347,22340,1041
WA,1972,41009,21814,19195,958
WA,1973,40259,21467,18792,967
WA,1974,42510,22865,19645,1003
WA,1975,43077,23212,19865,1026
WA,1976,45037,24186,20851,1063
WA,1977,48647,25872,22775,1117
WA,1978,49739,26785,22954,1134
WA,1979,54983,29655,25328,1244
WA,1980,57945,31108,26837,1258
WA,1981,59369,31767,27602,1285
WA,1982,59135,31625,27510,1268
WA,1983,58771,31501,27270,1233
WA,1984,58207,31349,26858,1240
WA,1985,59139,31504,27635,1249
WA,1986,58486,31293,27193,1292
WA,1987,58887,31701,27186,1318
WA,1988,60477,32582,27895,1348
WA,1989,63475,33993,29482,1446
WA,1990,66724,35818,30906,1484
WA,1991,66921,35984,30937,1527
WA,1992,67063,36288,30775,1583
WA,1993,64239,34515,29724,1557
WA,1994,62605,33717,28888,1551
WA,1995,61784,33183,28601,1561
WA,1996,62208,33672,28536,1623
WA,1997,62343,33713,28630,1650
WA,1998,63659,34441,29218,1707
WA,1999,63762,34550,29212,1734
WA,2000,64058,34701,29357,1766
WA,2001,62455,33731,28724,1780
WA,2002,61924,33514,28410,1837
WA,2003,62639,33795,28844,1830
WA,2004,63258,34488,28770,1881
WA,2005,64049,34711,29338,1979
WA,2006,66935,36319,30616,2023
WA,2007,68394,37122,31272,2136
WA,2008,69313,37208,32105,2229
WA,2009,68274,36942,31332,2240
WA,2010,65851,35553,30298,2242
WA,2011,66065,35885,30180,2215
WA,2012,66289,35871,30418,2224
WA,2013,65373,35618,29755,2156
WA,2014,67562,36225,31337,2256
WA,2015,67961,36677,31284,2306
WA,2016,68981,36937,32044,2325
WA,2017,66158,35329,30829,2290
