state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
SC,1910,14982,5624,9358,477
SC,1911,14880,5776,9104,483
SC,1912,20371,8628,11743,588
SC,1913,22263,9795,12468,613
SC,1914,28193,12994,15199,712
SC,1915,32590,15109,17481,767
SC,1916,35988,16761,19227,796
SC,1917,36444,16894,19550,820
SC,1918,41097,19348,21749,854
SC,1919,43933,20274,23659,911
SC,1920,45944,21215,24729,914
SC,1921,44589,20296,24293,900
SC,1922,45720,20901,24819,927
SC,1923,43340,19645,23695,866
SC,1924,44782,20074,24708,892
SC,1925,43266,19232,24034,855
SC,1926,40267,18330,21937,819
SC,1927,40273,18396,21877,817
SC,1928,39422,18355,21067,814
SC,1929,36396,17003,19393,769
SC,1930,37525,17691,19834,779
SC,1931,34882,16420,18462,754
SC,1932,39761,18910,20851,821
SC,1933,38115,17992,20123,781
SC,1934,40118,19335,20783,806
SC,1935,39432,18931,20501,788
SC,1936,38494,18530,19964,805
SC,1937,39822,19205,20617,794
SC,1938,39885,19390,20495,802
SC,1939,41559,20406,21153,825
SC,1940,43115,21213,21902,836
SC,1941,44225,21718,22507,850
SC,1942,47582,23783,23799,871
SC,1943,49380,24439,24941,875
SC,1944,47719,23880,23839,888
SC,1945,46458,23127,23331,858
SC,1946,51722,25961,25761,926
SC,1947,57092,28764,28328,957
SC,1948,55626,28128,27498,933
SC,1949,56402,28599,27803,920
SC,1950,56155,28536,27619,953
SC,1951,57786,29342,28444,936
SC,1952,59343,30066,29277,977
SC,1953,59383,30526,28857,1004
SC,1954,60777,31370,29407,1001
SC,1955,59109,30504,28605,1001
SC,1956,59702,30775,28927,995
SC,1957,58859,30464,28395,1001
SC,1958,55869,29021,26848,1000
SC,1959,55160,28569,26591,984
SC,1960,54423,28351,26072,1010
SC,1961,54326,28388,25938,1008
SC,1962,52587,27210,25377,1014
SC,1963,51637,26929,24708,1002
SC,1964,50633,26566,24067,1026
SC,1965,46576,24052,22524,975
SC,1966,44357,23124,21233,939
SC,1967,43125,22633,20492,935
SC,1968,42674,22368,20306,943
SC,1969,42835,22653,20182,953
SC,1970,43898,23342,20556,980
SC,1971,44142,23399,20743,998
SC,1972,40974,21769,19205,963
SC,1973,39696,21315,18381,1002
SC,1974,38366,20820,17546,968
SC,1975,36388,19808,16580,956
SC,1976,36830,19926,16904,985
SC,1977,38229,20684,17545,1055
SC,1978,37521,20470,17051,1031
SC,1979,38307,21061,17246,1053
SC,1980,39398,21495,17903,1075
SC,1981,39054,21112,17942,1044
SC,1982,38924,21030,17894,1036
SC,1983,38505,20742,17763,998
SC,1984,38225,20587,17638,1009
SC,1985,39191,21359,17832,1045
SC,1986,38796,21083,17713,1019
SC,1987,39605,21435,18170,1037
SC,1988,41217,22476,18741,1108
SC,1989,43383,23582,19801,1138
SC,1990,44308,24276,20032,1214
SC,1991,42527,23252,19275,1186
SC,1992,41449,22565,18884,1197
SC,1993,39179,21593,17586,1152
SC,1994,37239,20658,16581,1135
SC,1995,36307,19937,16370,1142
SC,1996,35903,19649,16254,1128
SC,1997,36281,20177,16104,1172
SC,1998,37316,20531,16785,1232
SC,1999,37529,20563,16966,1253
SC,2000,37805,20898,16907,1273
SC,2001,37345,20558,16787,1311
SC,2002,36590,20085,16505,1315
SC,2003,37525,20570,16955,1369
SC,2004,38079,20958,17121,1405
SC,2005,38640,21197,17443,1449
SC,2006,41602,22654,18948,1551
SC,2007,41906,22957,18949,1588
SC,2008,42193,22997,19196,1630
SC,2009,40242,21693,18549,1567
SC,2010,38718,21044,17674,1552
SC,2011,38493,21038,17455,1527
SC,2012,38310,20897,17413,1534
SC,2013,38705,21200,17505,1535
SC,2014,39694,21444,18250,1568
SC,2015,39854,21496,18358,1557
SC,2016,39023,21182,17841,1529
SC,2017,38712,20969,17743,1569
SC,2018,38531,20874,17657,1594
SC,2019,38254,20591,17663,1591
SC,2020,37248,19972,17276,1609
SC,2021,37904,20207,17697,1634
SC,2022,38182,20449,17733,1683
SC,2023,38136,20320,17816,1693
