state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
TX,1910,28390,9075,19315,887
TX,1911,28678,9154,19524,912
TX,1912,45156,18827,26329,1189
TX,1913,53917,24093,29824,1322
TX,1914,64516,29153,35363,1440
TX,1915,80138,37021,43117,1644
TX,1916,83309,38266,45043,1708
TX,1917,86894,39628,47266,1682
TX,1918,92000,42475,49525,1715
TX,1919,97020,45159,51861,1819
TX,1920,107804,50797,57007,1903
TX,1921,111216,52337,58879,1943
TX,1922,111309,52357,58952,1938
TX,1923,110202,51980,58222,1932
TX,1924,118524,56111,62413,2010
TX,1925,117009,55301,61708,1941
TX,1926,114760,54967,59793,1943
TX,1927,117497,56922,60575,1934
TX,1928,118246,58006,60240,1951
TX,1929,118204,57872,60332,1883
TX,1930,118504,58975,59529,1862
TX,1931,111370,55174,56196,1830
TX,1932,112428,56178,56250,1803
TX,1933,108055,53560,54495,1780
TX,1934,115418,58234,57184,1830
TX,1935,113734,56985,56749,1830
TX,1936,110589,55700,54889,1776
TX,1937,112660,56791,55869,1784
TX,1938,116866,59167,57699,1816
TX,1939,115842,58859,56983,1774
TX,1940,122320,62220,60100,1828
TX,1941,130250,66492,63758,1872
TX,1942,137433,70446,66987,1904
TX,1943,152262,77928,74334,1937
TX,1944,154563,78875,75688,1961
TX,1945,149172,76973,72199,1935
TX,1946,172183,89122,83061,2020
TX,1947,189746,98037,91709,2135
TX,1948,189428,97952,91476,2128
TX,1949,195262,100545,94717,2129
TX,1950,199581,103861,95720,2166
TX,1951,211242,109277,101965,2211
TX,1952,221682,115118,106564,2227
TX,1953,229541,118734,110807,2304
TX,1954,233179,121160,112019,2301
TX,1955,232810,120900,111910,2335
TX,1956,238609,123811,114798,2392
TX,1957,240281,124880,115401,2390
TX,1958,234764,122520,112244,2371
TX,1959,236904,123123,113781,2404
TX,1960,236101,122711,113390,2456
TX,1961,231281,119534,111747,2486
TX,1962,229910,119373,110537,2434
TX,1963,222570,115383,107187,2425
TX,1964,216924,112642,104282,2442
TX,1965,199672,103757,95915,2349
TX,1966,192219,100325,91894,2357
TX,1967,192112,100140,91972,2358
TX,1968,196353,102442,93911,2437
TX,1969,209802,109256,100546,2557
TX,1970,218827,114625,104202,2657
TX,1971,217969,114103,103866,2685
TX,1972,202847,106493,96354,2660
TX,1973,199188,104803,94385,2669
TX,1974,201220,105759,95461,2700
TX,1975,202850,107148,95702,2766
TX,1976,204343,107651,96692,2782
TX,1977,212693,112220,100473,2879
TX,1978,218588,115195,103393,2928
TX,1979,234495,123396,111099,3089
TX,1980,253327,133461,119866,3200
TX,1981,261483,137770,123713,3254
TX,1982,274073,144172,129901,3320
TX,1983,270402,142129,128273,3212
TX,1984,273160,142760,130400,3287
TX,1985,280442,147117,133325,3426
TX,1986,277859,146245,131614,3410
TX,1987,272161,143338,128823,3449
TX,1988,272257,144003,128254,3463
TX,1989,281397,148044,133353,3660
TX,1990,290677,153126,137551,3781
TX,1991,289560,153181,136379,3845
TX,1992,290729,153184,137545,4002
TX,1993,290022,153021,137001,3946
TX,1994,289056,153102,135954,4058
TX,1995,289499,153061,136438,4078
TX,1996,295338,155814,139524,4182
TX,1997,296910,157037,139873,4297
TX,1998,304008,160585,143423,4448
TX,1999,311821,164622,147199,4650
TX,2000,324534,171389,153145,4837
TX,2001,325089,171892,153197,5028
TX,2002,330427,174517,155910,5142
TX,2003,334643,176636,158007,5265
TX,2004,338273,179063,159210,5377
TX,2005,341514,180997,160517,5516
TX,2006,352261,186210,166051,5678
TX,2007,359220,190201,169019,5940
TX,2008,356570,189018,167552,5975
TX,2009,352724,186245,166479,6108
TX,2010,337859,178424,159435,5953
TX,2011,330434,174796,155638,5896
TX,2012,335330,177331,157999,5990
TX,2013,340444,179834,160610,5985
TX,2014,352395,186074,166321,6092
TX,2015,356632,187457,169175,6182
TX,2016,350946,184404,166542,6135
TX,2017,333526,174876,158650,5938
