state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
NV,1910,67,41,26,10
NV,1911,85,36,49,13
NV,1912,151,109,42,19
NV,1913,268,139,129,32
NV,1914,405,205,200,47
NV,1915,457,245,212,47
NV,1916,566,290,276,57
NV,1917,609,359,250,63
NV,1918,597,331,266,56
NV,1919,544,308,236,55
NV,1920,596,308,288,59
NV,1921,594,314,280,57
NV,1922,497,266,231,49
NV,1923,589,313,276,59
NV,1924,606,346,260,60
NV,1925,581,310,271,56
NV,1926,549,308,241,54
NV,1927,648,367,281,63
NV,1928,507,298,209,56
NV,1929,531,298,233,56
NV,1930,633,333,300,62
NV,1931,529,282,247,52
NV,1932,580,284,296,60
NV,1933,576,316,260,59
NV,1934,706,420,286,71
NV,1935,691,395,296,68
NV,1936,614,380,234,57
NV,1937,890,511,379,83
NV,1938,983,577,406,94
NV,1939,1032,575,457,97
NV,1940,1155,629,526,101
NV,1941,1191,693,498,101
NV,1942,1584,850,734,129
NV,1943,1877,997,880,136
NV,1944,1975,1093,882,133
NV,1945,2028,1098,930,141
NV,1946,2090,1146,944,150
NV,1947,2863,1573,1290,182
NV,1948,2436,1328,1108,166
NV,1949,2493,1377,1116,170
NV,1950,2495,1406,1089,164
NV,1951,2807,1565,1242,190
NV,1952,3031,1687,1344,192
NV,1953,3536,2003,1533,210
NV,1954,4098,2257,1841,243
NV,1955,4318,2363,1955,254
NV,1956,4772,2679,2093,274
NV,1957,4783,2616,2167,280
NV,1958,4799,2619,2180,297
NV,1959,4874,2724,2150,296
NV,1960,5203,2878,2325,309
NV,1961,5820,3244,2576,332
NV,1962,6109,3369,2740,344
NV,1963,6718,3675,3043,353
NV,1964,7111,3849,3262,382
NV,1965,6767,3655,3112,367
NV,1966,6269,3352,2917,344
NV,1967,6072,3396,2676,340
NV,1968,5960,3357,2603,335
NV,1969,6339,3555,2784,345
NV,1970,6757,3800,2957,366
NV,1971,6713,3741,2972,363
NV,1972,6136,3402,2734,336
NV,1973,5820,3311,2509,324
NV,1974,5874,3358,2516,318
NV,1975,5987,3369,2618,327
NV,1976,6510,3663,2847,333
NV,1977,6851,3795,3056,349
NV,1978,7444,4127,3317,364
NV,1979,8681,4961,3720,400
NV,1980,9452,5275,4177,425
NV,1981,10050,5676,4374,436
NV,1982,10581,5809,4772,455
NV,1983,10287,5783,4504,444
NV,1984,10787,6110,4677,451
NV,1985,10992,6191,4801,461
NV,1986,11462,6383,5079,471
NV,1987,12093,6787,5306,514
NV,1988,12864,7204,5660,513
NV,1989,14136,7992,6144,578
NV,1990,15518,8620,6898,623
NV,1991,16285,9170,7115,654
NV,1992,16313,9043,7270,665
NV,1993,16155,9129,7026,680
NV,1994,17337,9565,7772,735
NV,1995,17958,9918,8040,761
NV,1996,18667,10417,8250,803
NV,1997,19229,10685,8544,848
NV,1998,20433,11305,9128,878
NV,1999,21000,11776,9224,920
NV,2000,21885,12382,9503,933
NV,2001,22266,12377,9889,961
NV,2002,22980,12782,10198,996
NV,2003,23535,13198,10337,1034
NV,2004,24639,13830,10809,1052
NV,2005,26252,14660,11592,1127
NV,2006,28124,15619,12505,1194
NV,2007,28734,16005,12729,1236
NV,2008,27259,15095,12164,1209
NV,2009,25809,14349,11460,1216
NV,2010,24574,13668,10906,1192
NV,2011,23861,13364,10497,1173
NV,2012,23594,13276,10318,1152
NV,2013,23790,13253,10537,1146
NV,2014,24267,13489,10778,1160
NV,2015,24531,13579,10952,1195
NV,2016,24591,13441,11150,1230
NV,2017,23919,13100,10819,1194
NV,2018,23759,13151,10608,1196
NV,2019,22951,12824,10127,1178
NV,2020,21555,11841,9714,1160
NV,2021,21544,11822,9722,1174
NV,2022,20957,11571,9386,1140
NV,2023,19766,10944,8822,1121
