state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
NE,1910,4931,1435,3496,256
NE,1911,5360,1631,3729,274
NE,1912,10215,4614,5601,397
NE,1913,11978,5787,6191,430
NE,1914,14522,7152,7370,484
NE,1915,20308,9834,10474,606
NE,1916,21663,10402,11261,590
NE,1917,22616,10809,11807,625
NE,1918,23904,11338,12566,647
NE,1919,22401,10745,11656,615
NE,1920,24595,11930,12665,631
NE,1921,25323,12323,13000,644
NE,1922,24402,12017,12385,623
NE,1923,24334,12063,12271,633
NE,1924,24660,12240,12420,628
NE,1925,23697,11863,11834,594
NE,1926,22991,11678,11313,605
NE,1927,23042,11693,11349,591
NE,1928,22873,11604,11269,584
NE,1929,21972,11360,10612,553
NE,1930,22303,11395,10908,558
NE,1931,22063,11354,10709,559
NE,1932,21132,10946,10186,567
NE,1933,20004,10226,9778,523
NE,1934,20994,10761,10233,547
NE,1935,19797,10181,9616,528
NE,1936,20114,10338,9776,534
NE,1937,18832,9749,9083,519
NE,1938,19033,10000,9033,493
NE,1939,19134,10060,9074,505
NE,1940,18959,9710,9249,495
NE,1941,18968,9979,8989,493
NE,1942,20591,10722,9869,510
NE,1943,21468,11300,10168,514
NE,1944,21185,11134,10051,512
NE,1945,20978,11040,9938,505
NE,1946,24357,12726,11631,555
NE,1947,28076,14607,13469,587
NE,1948,27357,14283,13074,589
NE,1949,27816,14373,13443,586
NE,1950,28070,14821,13249,580
NE,1951,29697,15416,14281,597
NE,1952,30039,15597,14442,607
NE,1953,29002,15130,13872,597
NE,1954,29838,15408,14430,609
NE,1955,30607,15970,14637,631
NE,1956,30497,16032,14465,642
NE,1957,29807,15637,14170,644
NE,1958,29595,15718,13877,656
NE,1959,30821,16161,14660,671
NE,1960,30781,16320,14461,685
NE,1961,30939,16158,14781,694
NE,1962,30501,16156,14345,695
NE,1963,29186,15341,13845,668
NE,1964,27238,14214,13024,646
NE,1965,24361,12818,11543,606
NE,1966,22431,11850,10581,598
NE,1967,21075,11136,9939,592
NE,1968,21025,11087,9938,587
NE,1969,21574,11488,10086,592
NE,1970,22417,11997,10420,636
NE,1971,22077,11482,10595,629
NE,1972,20162,10808,9354,583
NE,1973,19435,10405,9030,572
NE,1974,20380,10956,9424,582
NE,1975,20210,10753,9457,600
NE,1976,20236,10780,9456,560
NE,1977,21480,11423,10057,610
NE,1978,21442,11619,9823,605
NE,1979,22267,11964,10303,610
NE,1980,23474,12714,10760,639
NE,1981,23235,12349,10886,614
NE,1982,22910,12149,10761,596
NE,1983,22323,12009,10314,592
NE,1984,22329,11918,10411,611
NE,1985,21714,11711,10003,593
NE,1986,20646,11126,9520,598
NE,1987,19909,10681,9228,585
NE,1988,19928,10879,9049,586
NE,1989,20112,10993,9119,613
NE,1990,20096,10914,9182,618
NE,1991,19463,10584,8879,607
NE,1992,18818,10324,8494,630
NE,1993,18391,9900,8491,648
NE,1994,18064,9968,8096,645
NE,1995,18374,10041,8333,671
NE,1996,17957,9804,8153,678
NE,1997,17973,9748,8225,699
NE,1998,18072,9984,8088,713
NE,1999,18035,10040,7995,727
NE,2000,18523,10168,8355,759
NE,2001,18262,10079,8183,764
NE,2002,18542,10249,8293,798
NE,2003,18832,10548,8284,824
NE,2004,18927,10540,8387,863
NE,2005,18589,10305,8284,847
NE,2006,19021,10610,8411,908
NE,2007,18999,10638,8361,926
NE,2008,18623,10312,8311,928
NE,2009,18566,10367,8199,948
NE,2010,17704,9837,7867,931
NE,2011,17535,9770,7765,924
NE,2012,17608,9872,7736,927
NE,2013,17795,9950,7845,967
NE,2014,18318,10332,7986,984
NE,2015,18065,10070,7995,975
NE,2016,17948,9917,8031,983
NE,2017,17457,9697,7760,994
