state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
ID,1910,1089,332,757,106
ID,1911,1338,430,908,124
ID,1912,2481,1176,1305,195
ID,1913,3179,1484,1695,228
ID,1914,4102,2042,2060,266
ID,1915,6111,3031,3080,336
ID,1916,6834,3236,3598,351
ID,1917,7201,3436,3765,359
ID,1918,8226,3981,4245,376
ID,1919,7726,3591,4135,378
ID,1920,8372,4017,4355,392
ID,1921,8692,4172,4520,412
ID,1922,7700,3771,3929,369
ID,1923,7389,3559,3830,354
ID,1924,7505,3651,3854,366
ID,1925,7074,3458,3616,352
ID,1926,7081,3570,3511,351
ID,1927,7042,3585,3457,369
ID,1928,7038,3531,3507,343
ID,1929,6816,3522,3294,355
ID,1930,6945,3500,3445,368
ID,1931,6922,3438,3484,355
ID,1932,6636,3422,3214,357
ID,1933,6528,3358,3170,349
ID,1934,7100,3719,3381,356
ID,1935,7313,3791,3522,358
ID,1936,7819,4053,3766,356
ID,1937,8026,4195,3831,370
ID,1938,8733,4558,4175,399
ID,1939,8699,4600,4099,389
ID,1940,9118,4849,4269,404
ID,1941,9157,4783,4374,393
ID,1942,9180,4844,4336,383
ID,1943,9776,5256,4520,398
ID,1944,9683,5075,4608,387
ID,1945,9051,4633,4418,380
ID,1946,10895,5767,5128,427
ID,1947,12832,6797,6035,448
ID,1948,12763,6742,6021,475
ID,1949,12842,6705,6137,456
ID,1950,12929,6854,6075,455
ID,1951,13208,6991,6217,466
ID,1952,13541,7245,6296,492
ID,1953,13602,7319,6283,493
ID,1954,13837,7417,6420,498
ID,1955,13953,7586,6367,523
ID,1956,13509,7238,6271,509
ID,1957,13667,7312,6355,517
ID,1958,13649,7360,6289,514
ID,1959,13940,7595,6345,531
ID,1960,13893,7465,6428,546
ID,1961,13552,7223,6329,547
ID,1962,13028,6993,6035,541
ID,1963,11817,6284,5533,513
ID,1964,11047,5924,5123,504
ID,1965,10158,5465,4693,485
ID,1966,9727,5374,4353,457
ID,1967,9608,5348,4260,458
ID,1968,9756,5356,4400,464
ID,1969,10033,5545,4488,462
ID,1970,10988,6119,4869,488
ID,1971,10777,5889,4888,482
ID,1972,10578,5840,4738,481
ID,1973,10794,5946,4848,475
ID,1974,11662,6439,5223,491
ID,1975,12273,6792,5481,509
ID,1976,13055,7216,5839,523
ID,1977,14194,7917,6277,549
ID,1978,14677,7991,6686,580
ID,1979,15337,8432,6905,570
ID,1980,15456,8558,6898,568
ID,1981,15044,8178,6866,566
ID,1982,15063,8191,6872,571
ID,1983,14320,7942,6378,537
ID,1984,13771,7684,6087,533
ID,1985,13242,7237,6005,522
ID,1986,12365,6815,5550,522
ID,1987,11750,6560,5190,481
ID,1988,11581,6353,5228,508
ID,1989,11823,6689,5134,520
ID,1990,12187,6831,5356,540
ID,1991,12321,6904,5417,559
ID,1992,12605,7160,5445,568
ID,1993,12606,7088,5518,598
ID,1994,12331,6955,5376,576
ID,1995,12812,7225,5587,620
ID,1996,13085,7318,5767,634
ID,1997,13029,7473,5556,637
ID,1998,13498,7601,5897,654
ID,1999,13622,7640,5982,671
ID,2000,13941,7868,6073,724
ID,2001,13968,7777,6191,707
ID,2002,14290,8078,6212,758
ID,2003,14714,8337,6377,759
ID,2004,15117,8664,6453,790
ID,2005,15437,8592,6845,840
ID,2006,16102,9094,7008,869
ID,2007,16469,9352,7117,878
ID,2008,16549,9186,7363,902
ID,2009,15517,8754,6763,902
ID,2010,14761,8386,6375,863
ID,2011,14254,8132,6122,879
ID,2012,14440,8090,6350,878
ID,2013,14132,7971,6161,834
ID,2014,14728,8310,6418,889
ID,2015,14362,7928,6434,857
ID,2016,14373,7986,6387,891
ID,2017,14043,7817,6226,870
