state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
LA,1910,14551,4843,9708,582
LA,1911,13340,4334,9006,532
LA,1912,20049,8119,11930,689
LA,1913,21200,9061,12139,736
LA,1914,25243,10979,14264,781
LA,1915,30868,14042,16826,888
LA,1916,32560,14828,17732,924
LA,1917,33901,15137,18764,927
LA,1918,37932,17219,20713,995
LA,1919,39630,17888,21742,1011
LA,1920,41336,18673,22663,1012
LA,1921,42441,18999,23442,1019
LA,1922,43427,19744,23683,1009
LA,1923,42064,19061,23003,975
LA,1924,43703,19360,24343,1031
LA,1925,43125,19354,23771,989
LA,1926,43711,19889,23822,975
LA,1927,44025,20323,23702,1011
LA,1928,40811,19193,21618,959
LA,1929,40424,18997,21427,960
LA,1930,40134,18964,21170,942
LA,1931,38649,18429,20220,914
LA,1932,40339,19350,20989,934
LA,1933,36635,17554,19081,914
LA,1934,39705,18966,20739,960
LA,1935,39593,19033,20560,914
LA,1936,40027,19551,20476,933
LA,1937,41568,20170,21398,926
LA,1938,43609,21391,22218,969
LA,1939,44281,21685,22596,961
LA,1940,46026,22623,23403,964
LA,1941,49072,24362,24710,1017
LA,1942,52436,26172,26264,1028
LA,1943,54623,27138,27485,1059
LA,1944,53804,26981,26823,1037
LA,1945,51231,25565,25666,1000
LA,1946,61166,30884,30282,1075
LA,1947,66937,34020,32917,1127
LA,1948,66184,33880,32304,1106
LA,1949,68406,34849,33557,1142
LA,1950,69414,35417,33997,1153
LA,1951,72640,37201,35439,1166
LA,1952,73118,37583,35535,1178
LA,1953,76361,39319,37042,1206
LA,1954,78420,40300,38120,1234
LA,1955,78263,40691,37572,1237
LA,1956,81638,42257,39381,1264
LA,1957,83143,43336,39807,1317
LA,1958,82048,42728,39320,1294
LA,1959,82238,42603,39635,1349
LA,1960,81026,42204,38822,1360
LA,1961,79292,41249,38043,1366
LA,1962,78468,40415,38053,1383
LA,1963,75764,39627,36137,1371
LA,1964,76038,39731,36307,1387
LA,1965,70003,36581,33422,1356
LA,1966,67357,35304,32053,1334
LA,1967,65753,34542,31211,1325
LA,1968,64684,34389,30295,1339
LA,1969,64966,34177,30789,1333
LA,1970,64261,33848,30413,1385
LA,1971,62239,33092,29147,1378
LA,1972,57765,31239,26526,1355
LA,1973,55413,29729,25684,1376
LA,1974,54307,29479,24828,1325
LA,1975,55732,30171,25561,1409
LA,1976,56418,30399,26019,1438
LA,1977,60992,33004,27988,1527
LA,1978,60567,33049,27518,1497
LA,1979,64162,34901,29261,1568
LA,1980,67264,36555,30709,1607
LA,1981,67277,36657,30620,1568
LA,1982,69473,37794,31679,1590
LA,1983,67465,36694,30771,1532
LA,1984,66622,35873,30749,1511
LA,1985,65929,35847,30082,1565
LA,1986,62245,34048,28197,1503
LA,1987,58476,32159,26317,1468
LA,1988,57895,31580,26315,1483
LA,1989,57668,31911,25757,1485
LA,1990,56626,31247,25379,1502
LA,1991,56031,30979,25052,1527
LA,1992,54196,30502,23694,1555
LA,1993,52351,29240,23111,1547
LA,1994,50519,28104,22415,1497
LA,1995,49189,27219,21970,1482
LA,1996,48233,26683,21550,1488
LA,1997,48508,26869,21639,1508
LA,1998,49082,27234,21848,1589
LA,1999,49363,27329,22034,1609
LA,2000,49159,27246,21913,1634
LA,2001,46814,26042,20772,1598
LA,2002,46259,25740,20519,1598
LA,2003,46462,25696,20766,1657
LA,2004,46266,25478,20788,1683
LA,2005,43796,24115,19681,1631
LA,2006,45097,25098,19999,1669
LA,2007,47082,25909,21173,1801
LA,2008,45364,25143,20221,1769
LA,2009,45681,25031,20650,1843
LA,2010,43504,23824,19680,1796
LA,2011,43239,23713,19526,1734
LA,2012,43872,24176,19696,1800
LA,2013,44846,24704,20142,1813
LA,2014,46093,25196,20897,1832
LA,2015,46739,25468,21271,1886
LA,2016,45516,24545,20971,1818
LA,2017,43711,23838,19873,1812
LA,2018,42399,22826,19573,1809
LA,2019,41570,22577,18993,1835
LA,2020,40003,21538,18465,1791
LA,2021,40239,21679,18560,1813
LA,2022,39133,21237,17896,1835
LA,2023,37651,20266,17385,1816
