state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
NY,1910,48148,15720,32428,719
NY,1911,60801,23621,37180,807
NY,1912,92045,42659,49386,977
NY,1913,103333,48276,55057,1036
NY,1914,136839,63519,73320,1182
NY,1915,169884,78335,91549,1313
NY,1916,174254,80279,93975,1331
NY,1917,182227,85020,97207,1348
NY,1918,190944,89785,101159,1373
NY,1919,179628,84161,95467,1319
NY,1920,189173,90414,98759,1363
NY,1921,193436,92520,100916,1371
NY,1922,191730,92877,98853,1380
NY,1923,193931,94289,99642,1368
NY,1924,197566,96165,101401,1419
NY,1925,195733,95674,100059,1387
NY,1926,194855,96292,98563,1418
NY,1927,198836,98036,100800,1417
NY,1928,196645,97853,98792,1420
NY,1929,191728,95125,96603,1395
NY,1930,191365,95495,95870,1406
NY,1931,180824,90200,90624,1354
NY,1932,176686,88589,88097,1347
NY,1933,166139,83464,82675,1323
NY,1934,166290,83525,82765,1297
NY,1935,166801,83999,82802,1290
NY,1936,165881,83983,81898,1294
NY,1937,169203,85666,83537,1306
NY,1938,173805,88252,85553,1321
NY,1939,173039,87850,85189,1324
NY,1940,183462,93753,89709,1362
NY,1941,196855,100407,96448,1395
NY,1942,230934,117883,113051,1532
NY,1943,234119,119663,114456,1542
NY,1944,215672,110202,105470,1479
NY,1945,222320,114023,108297,1537
NY,1946,272885,140361,132524,1656
NY,1947,308407,157994,150413,1793
NY,1948,289636,148276,141360,1786
NY,1949,291114,149212,141902,1828
NY,1950,293689,150860,142829,1827
NY,1951,307924,158211,149713,1880
NY,1952,319231,164791,154440,1941
NY,1953,317987,164158,153829,1993
NY,1954,330446,170041,160405,2050
NY,1955,337612,174232,163380,2125
NY,1956,341015,176274,164741,2160
NY,1957,350580,181158,169422,2228
NY,1958,350467,180827,169640,2301
NY,1959,349137,180805,168332,2328
NY,1960,347089,179386,167703,2368
NY,1961,347431,179498,167933,2410
NY,1962,338097,174757,163340,2395
NY,1963,337783,174534,163249,2456
NY,1964,332838,172174,160664,2521
NY,1965,317181,163470,153711,2477
NY,1966,302906,157096,145810,2490
NY,1967,290017,150538,139479,2537
NY,1968,283975,147765,136210,2566
NY,1969,290177,151227,138950,2734
NY,1970,296053,154658,141395,2906
NY,1971,262254,137059,125195,2838
NY,1972,232710,121890,110820,2824
NY,1973,217671,114338,103333,2815
NY,1974,217484,114338,103146,2859
NY,1975,214414,112612,101802,2971
NY,1976,212549,112252,100297,2991
NY,1977,215437,113614,101823,3038
NY,1978,208584,110258,98326,3007
NY,1979,209939,111018,98921,2944
NY,1980,212417,112538,99879,3004
NY,1981,214867,113540,101327,2995
NY,1982,218698,115958,102740,3067
NY,1983,219567,116710,102857,2976
NY,1984,221194,116840,104354,3056
NY,1985,227939,121050,106889,3128
NY,1986,230656,122176,108480,3242
NY,1987,237475,125626,111849,3343
NY,1988,243715,129669,114046,3477
NY,1989,253676,134889,118787,3715
NY,1990,260860,138824,122036,3847
NY,1991,253406,134400,119006,3855
NY,1992,248133,132043,116090,3862
NY,1993,241942,128853,113089,3851
NY,1994,237026,125806,111220,3906
NY,1995,229836,122321,107515,3893
NY,1996,223042,118721,104321,3905
NY,1997,215864,114872,100992,3904
NY,1998,216028,115318,100710,4024
NY,1999,213531,113720,99811,4031
NY,2000,214976,114554,100422,4133
NY,2001,209528,111572,97956,4183
NY,2002,207044,110171,96873,4116
NY,2003,209738,111643,98095,4233
NY,2004,206719,109723,96996,4250
NY,2005,203301,108253,95048,4311
NY,2006,206018,109509,96509,4429
NY,2007,208477,110747,97730,4516
NY,2008,204623,109106,95517,4554
NY,2009,202449,107691,94758,4550
NY,2010,199242,106216,93026,4550
NY,2011,197159,104409,92750,4486
NY,2012,196528,104279,92249,4519
NY,2013,193690,102456,91234,4419
NY,2014,195122,102701,92421,4472
NY,2015,194093,102811,91282,4460
NY,2016,189767,99961,89806,4390
NY,2017,185451,97505,87946,4352
NY,2018,182319,95672,86647,4357
NY,2019,178322,93484,84838,4325
NY,2020,167051,87548,79503,4098
NY,2021,170193,89020,81173,4279
NY,2022,166925,86992,79933,4330
NY,2023,162588,85180,77408,4242
